"","GAGEID","Year","Month","Day","Q(ft3/s)","QC_flag","dayl(s)","prcp(mm/day)","srad(W/m2)","swe(mm)","tmax(C)","tmin(C)","vp(Pa)"
"1",8109700,1980,1,1,20,"A",36287.98,0,342.48,0,14.62,-1.14,560
"2",8109700,1980,1,2,12,"A",36287.98,0,341.89,0,18.77,2.5,720
"3",8109700,1980,1,3,9.4,"A",36287.98,2,307.1,0,18.83,4.47,837.57
"4",8109700,1980,1,4,6.7,"A",36287.98,0,333.55,0,11.1,-3,480
"5",8109700,1980,1,5,5.4,"A",36287.98,0,340.62,0,13.65,-1.34,560
"6",8109700,1980,1,6,4.5,"A",36287.98,0,335.6,0,17.44,2.53,722.52
"7",8109700,1980,1,7,3.3,"A",36582.93,0,353.16,0,20.95,3.31,780.51
"8",8109700,1980,1,8,1.5,"A",36633.56,0,177.68,0,9,3.14,770.15
"9",8109700,1980,1,9,1.6,"A",36633.56,0,156.99,0,10.85,5.68,919.73
"10",8109700,1980,1,10,2.3,"A",36633.56,0,177.33,0,14.5,8.5,1120
"11",8109700,1980,1,11,2.1,"A",36633.56,0.26,207.09,0,17.84,10.56,1284.96
"12",8109700,1980,1,12,1.7,"A",36633.56,0,309.69,0,17.41,5.19,894.96
"13",8109700,1980,1,13,1.1,"A",36633.56,0,351.79,0,18.3,2.5,720
"14",8109700,1980,1,14,1.3,"A",36846.05,0,359.18,0,22.9,5.3,902.67
"15",8109700,1980,1,15,1.4,"A",36979.2,0,316.93,0,24.76,11.17,1333.41
"16",8109700,1980,1,16,1,"A",36979.2,0,213.21,0,23.92,16.09,1815.07
"17",8109700,1980,1,17,1.3,"A",36979.2,7.16,228.09,0,22.1,10.08,1246.64
"18",8109700,1980,1,18,1.4,"A",36979.2,0.61,328.19,0,20.83,6.1,927.95
"19",8109700,1980,1,19,2.5,"A",36979.2,0,295.85,0,21.35,10.09,1247.12
"20",8109700,1980,1,20,7.2,"A",37274.18,21.01,121.38,0,18.76,13.38,1535.35
"21",8109700,1980,1,21,45,"A",37324.81,14.58,173.39,0,15.05,7.42,1033.21
"22",8109700,1980,1,22,136,"A",37324.81,23.99,85.89,0,10.27,6.84,987.54
"23",8109700,1980,1,23,148,"A",37324.81,5.23,247.1,0,12.1,0.21,617.41
"24",8109700,1980,1,24,146,"A",37324.81,0,369.04,0,16.16,1.01,641
"25",8109700,1980,1,25,162,"A",37619.79,0,337.56,0,18.35,5.57,919.46
"26",8109700,1980,1,26,144,"A",37670.41,0,343.54,0,19.31,6.1,941.97
"27",8109700,1980,1,27,55,"A",37670.41,0,381.03,0,17.75,1.75,696.45
"28",8109700,1980,1,28,28,"A",37670.41,0,168.69,0,7.09,2.15,720
"29",8109700,1980,1,29,21,"A",37753.31,2.06,196.05,0,7.93,2.05,710.66
"30",8109700,1980,1,30,18,"A",38016.01,1.97,159.5,0,7.04,2.46,728.41
"31",8109700,1980,1,31,17,"A",38016.01,0.01,258.36,0,6.74,-0.84,574.29
"32",8109700,1980,2,1,14,"A",38016.01,0,260.85,0,3.98,-3.38,475.61
"33",8109700,1980,2,2,13,"A",38016.01,2.68,214.53,0,6,-1.32,559.81
"34",8109700,1980,2,3,13,"A",38361.61,0.12,332.25,0,10.5,0.5,633.79
"35",8109700,1980,2,4,13,"A",38361.61,0,398.57,0,16.48,1.89,710.93
"36",8109700,1980,2,5,12,"A",38361.61,0,359.5,0,17,5.45,915.64
"37",8109700,1980,2,6,12,"A",38361.61,0,423.79,0,18.1,1,640
"38",8109700,1980,2,7,11,"A",38707.18,0,366.09,0,17.38,5.5,919.7
"39",8109700,1980,2,8,8.7,"A",38707.18,10.5,252.43,0,16.55,6.24,944.7
"40",8109700,1980,2,9,13,"A",38707.18,15.99,281.86,0,12.08,0.06,610.23
"41",8109700,1980,2,10,26,"A",39002.17,0,286.55,0,4,-3.75,458.75
"42",8109700,1980,2,11,44,"A",39052.8,0,377.71,0,9.75,-1.9,528.24
"43",8109700,1980,2,12,44,"A",39052.8,0,358.86,0,12.87,2.22,719.46
"44",8109700,1980,2,13,28,"A",39052.8,0,350.57,0,14.5,4.41,832.72
