"","GAGEID","Year","Month","Day","Q(ft3/s)","QC_flag","dayl(s)","prcp(mm/day)","srad(W/m2)","swe(mm)","tmax(C)","tmin(C)","vp(Pa)"
"1",11381500,1980,1,1,800,"A",33166.42,5.86,152.21,0,9.08,0.1,632.16
"2",11381500,1980,1,2,510,"A",33177.59,0,236.28,0,8.84,-3.14,499.03
"3",11381500,1980,1,3,400,"A",33177.59,0,249.9,0,9.95,-3.59,483.18
"4",11381500,1980,1,4,329,"A",33177.59,0,231.62,0,9.54,-2.15,534.72
"5",11381500,1980,1,5,296,"A",33178.8,0,131.47,0,7.61,1.99,707.6
"6",11381500,1980,1,6,293,"A",33273.24,5.18,105.85,0,6.68,1.01,663.69
"7",11381500,1980,1,7,274,"A",33456.6,0,238.6,0,8.41,-3.49,495.17
"8",11381500,1980,1,8,259,"A",33523.21,0.57,195.2,0,7.23,-2.02,561.96
"9",11381500,1980,1,9,298,"A",33523.21,13.38,91.05,0,6.33,1.35,687.79
"10",11381500,1980,1,10,417,"A",33523.21,12.47,176.98,0,5.09,-5.36,435.54
"11",11381500,1980,1,11,793,"A",33550.82,17.73,166.46,0,4.61,-4.68,451.45
"12",11381500,1980,1,12,3940,"A",33802.21,71.85,148.11,0,10.8,1.75,692.32
"13",11381500,1980,1,13,5960,"A",33868.79,51.63,90.61,0,10.61,5.82,949.5
"14",11381500,1980,1,14,3580,"A",33868.79,31.05,98.07,0,9.53,4.43,861.91
"15",11381500,1980,1,15,1900,"A",33869.99,10.41,89.06,0,6.78,2.17,732.28
"16",11381500,1980,1,16,1900,"A",34091.55,21.17,65.73,0,5.35,2.11,731.35
"17",11381500,1980,1,17,1760,"A",34214.39,9.49,113.56,0,7.81,2.07,728.56
"18",11381500,1980,1,18,1180,"A",34214.39,3.3,193.62,0,5.61,-4.63,457.74
"19",11381500,1980,1,19,820,"A",34215.59,0,243.58,0,5.36,-4.72,443.42
"20",11381500,1980,1,20,641,"A",34493.41,0,268.61,0,9.41,-2.84,502.73
"21",11381500,1980,1,21,532,"A",34560,0,296.04,0,13.17,-2.13,524.29
"22",11381500,1980,1,22,477,"A",34560,0,303.25,0,14.9,-0.55,593.24
"23",11381500,1980,1,23,446,"A",34748.17,0,303.44,0,14.54,-1.3,558.24
"24",11381500,1980,1,24,413,"A",34905.59,0,306.43,0,14,-0.84,579.08
"25",11381500,1980,1,25,387,"A",34905.59,0,317.63,0,14.67,-1.52,552.13
"26",11381500,1980,1,26,359,"A",35001.23,0,319.62,0,12.17,-3.79,471.89
"27",11381500,1980,1,27,336,"A",35251.2,0.98,214.92,0,5.98,-2.39,516.62
"28",11381500,1980,1,28,311,"A",35251.2,0,280.07,0,2.88,-7.89,351.78
"29",11381500,1980,1,29,291,"A",35346.86,0,323.59,0,4.26,-10.03,309.37
"30",11381500,1980,1,30,277,"A",35596.81,0,326.55,0,4.46,-9.75,306.53
"31",11381500,1980,1,31,263,"A",35596.81,0,313.45,0,7.23,-6,409.78
"32",11381500,1980,2,1,254,"A",35784.98,0,240.16,0,8.96,0.12,620.13
"33",11381500,1980,2,2,245,"A",35942.41,0,285.74,0,10.74,-0.09,618.24
"34",11381500,1980,2,3,243,"A",35942.41,11.22,200.38,0,10.53,0.38,654.39
"35",11381500,1980,2,4,269,"A",36221.41,1.29,272.09,0,10.42,-0.38,606.99
"36",11381500,1980,2,5,260,"A",36288,0,298.78,0,12.39,0.47,647.1
"37",11381500,1980,2,6,252,"A",36289.21,3.57,238.04,0,13.28,0.65,652.02
"38",11381500,1980,2,7,242,"A",36633.59,0,307.06,0,10.65,-1.44,564.65
"39",11381500,1980,2,8,230,"A",36633.59,0,306.08,0,10.8,-1.67,557.36
"40",11381500,1980,2,9,222,"A",36856.36,0,355.98,0,12.04,-4.56,450.61
"41",11381500,1980,2,10,213,"A",36979.2,0,327.28,0,10.84,-2.56,526.99
"42",11381500,1980,2,11,203,"A",36979.2,0,343.14,0,10.74,-3.99,467.51
"43",11381500,1980,2,12,199,"A",37324.81,0,333.45,0,11.44,-2.66,514.28
"44",11381500,1980,2,13,192,"A",37324.81,0,358.26,0,11.45,-5.1,432.02
"45",11381500,1980,2,14,189,"A",37603.8,4.22,243.22,0,10.86,-2.02,563.64
"46",11381500,1980,2,15,197,"A",37670.4,18.84,95.19,0,6.5,2.1,730.17
"47",11381500,1980,2,16,636,"A",37698.01,36.61,97.23,0,6.86,2.46,757.47
"48",11381500,1980,2,17,2230,"A",38016,48.84,95.47,0,7.47,3.18,791.54
"49",11381500,1980,2,18,3510,"A",38016,57.66,91.54,0,7.22,3.17,792.16
"50",11381500,1980,2,19,4020,"A",38361.61,58.64,104.65,0,6.87,2.35,751.22
"51",11381500,1980,2,20,2000,"A",38361.61,22.65,138.49,0,6.17,0.31,644.61
"52",11381500,1980,2,21,2750,"A",38663.27,33.15,141.08,0,6.24,0.34,638.57
"53",11381500,1980,2,22,1360,"A",38707.21,10.88,151.52,0,6.81,0.64,657.27
"54",11381500,1980,2,23,939,"A",38802.86,1.6,303.29,0,8.18,-1.91,567.2
"55",11381500,1980,2,24,735,"A",39052.77,0,336.96,0,9.43,-1.15,592.93
"56",11381500,1980,2,25,614,"A",39052.77,0,300.21,0,11.14,2.24,744.88
"57",11381500,1980,2,26,546,"A",39398.42,0,324.24,0,11.81,1.82,714.75
"58",11381500,1980,2,27,555,"A",39398.42,0,327.55,0,13.42,3.28,791.12
"59",11381500,1980,2,28,1200,"A",39743.99,34.16,228.98,0,10.32,1.38,692.71
"60",11381500,1980,2,29,755,"A",39743.99,0.26,390.94,0,11.02,-2.13,546.29
"61",11381500,1980,3,1,624,"A",40089.62,0,368.01,0,10.41,-0.83,592.68
"62",11381500,1980,3,2,564,"A",40089.62,2.44,238.91,0,8.49,1.45,693.38
"63",11381500,1980,3,3,548,"A",40368.61,6.01,166.67,0,7.26,1.59,698.02
"64",11381500,1980,3,4,581,"A",40435.2,12.11,248.33,0,7.18,-1.8,544.69
"65",11381500,1980,3,5,1070,"A",40462.81,26.38,171.94,0,6.04,0.47,646.07
"66",11381500,1980,3,6,691,"A",40780.78,8.78,233.06,0,6.01,-1.66,561.68
"67",11381500,1980,3,7,571,"A",40780.78,2.73,314.5,0,7.71,-1.63,563.23
"68",11381500,1980,3,8,495,"A",41126.42,0,443.43,0,8.03,-5.57,430.8
"69",11381500,1980,3,9,457,"A",41126.42,0,463.12,0,11.25,-4.58,461.83
"70",11381500,1980,3,10,434,"A",41471.99,0,468.68,0,13.39,-3.16,501.18
"71",11381500,1980,3,11,417,"A",41471.99,2.01,381.24,0,13.41,-0.99,601.8
"72",11381500,1980,3,12,393,"A",41817.62,0,469.25,0,7.11,-7.72,372.27
"73",11381500,1980,3,13,370,"A",41817.62,0,417.52,0,8.07,-2.92,521.37
"74",11381500,1980,3,14,367,"A",42163.19,6.65,192.32,0,7.56,1.88,720.63
"75",11381500,1980,3,15,426,"A",42163.19,9.98,283.74,0,6.53,-2.61,517.07
"76",11381500,1980,3,16,393,"A",42508.79,0,470.97,0,7.67,-6.01,410.99
"77",11381500,1980,3,17,370,"A",42508.79,0,480.93,0,10.75,-4,472.04
"78",11381500,1980,3,18,367,"A",42854.37,5.77,364.49,0,9.35,-4.68,450.31
"79",11381500,1980,3,19,342,"A",42854.37,0,452.87,0,10.66,-2.3,535.23
"80",11381500,1980,3,20,323,"A",43200.02,0,493.12,0,14.59,-0.77,604.07
"81",11381500,1980,3,21,317,"A",43200.02,0,478.87,0,8.88,-4.91,451.02
"82",11381500,1980,3,22,305,"A",43200.02,0,432.87,0,11.8,-0.32,616.45
"83",11381500,1980,3,23,299,"A",43545.62,0,500.63,0,13.85,-2.29,544.23
"84",11381500,1980,3,24,293,"A",43545.62,0,496.49,0,11.92,-3.54,495.45
"85",11381500,1980,3,25,287,"A",43891.2,1.22,427.43,0,9.83,-2.04,539.4
"86",11381500,1980,3,26,284,"A",43891.2,0,481.6,0,9.95,-4.26,464.93
"87",11381500,1980,3,27,279,"A",44236.81,0,484.36,0,11.7,-2.89,507.5
"88",11381500,1980,3,28,273,"A",44236.81,0,468.31,0,12.9,-1.45,562.23
"89",11381500,1980,3,29,267,"A",44582.39,0,503.06,0,15.55,-1.33,569.86
"90",11381500,1980,3,30,264,"A",44582.39,0,511.54,0,16.48,-1.12,588.15
