"","GAGEID","Year","Month","Day","Q(ft3/s)","QC_flag","dayl(s)","prcp(mm/day)","srad(W/m2)","swe(mm)","tmax(C)","tmin(C)","vp(Pa)"
"1",14185000,1980,1,1,864,"A",31449.6,15.3,64.62,0,6.02,1.94,703.29
"2",14185000,1980,1,2,835,"A",31449.6,5.23,112.7,0,7.1,-0.24,601.85
"3",14185000,1980,1,3,939,"A",31449.6,11.4,89.74,0,5.66,-0.06,610.82
"4",14185000,1980,1,4,901,"A",31463.08,17.29,59.44,0,5.13,1.52,682.58
"5",14185000,1980,1,5,3520,"A",31680.19,33.65,97.29,0,5.34,-0.88,581.32
"6",14185000,1980,1,6,2280,"A",31795.21,3.71,144.01,0,3.31,-5.43,411.01
"7",14185000,1980,1,7,1510,"A",31795.21,2.13,175.12,0,0.72,-8.39,330.23
"8",14185000,1980,1,8,1280,"A",31795.21,16.88,87.74,0,0.97,-4.03,456.63
"9",14185000,1980,1,9,1380,"A",31808.69,19.84,62.36,0,2.26,-1.22,561.46
"10",14185000,1980,1,10,1220,"A",32129.9,24.83,122.7,0,0.8,-6.34,384.19
"11",14185000,1980,1,11,1050,"A",32140.81,21.61,150.05,0,1.55,-7.92,341.1
"12",14185000,1980,1,12,7080,"A",32140.81,51.24,182.01,0,8.22,-5.63,408.27
"13",14185000,1980,1,13,8480,"A",32140.81,49.55,113.34,0,7.42,1.22,668.75
"14",14185000,1980,1,14,7890,"A",32475.5,26.49,91.33,0,6.91,2.17,718.2
"15",14185000,1980,1,15,4570,"A",32486.4,16.91,157.05,0,5,-4.13,455.83
"16",14185000,1980,1,16,2850,"A",32486.4,6.19,82.42,0,4.42,0.2,621.2
"17",14185000,1980,1,17,2450,"A",32716.99,9.29,94.27,0,3.12,-1.62,545.9
"18",14185000,1980,1,18,1790,"A",32832,0,240.25,0,3.12,-8.22,334.62
"19",14185000,1980,1,19,1420,"A",32832,0,206.13,0,0.27,-8,336.35
"20",14185000,1980,1,20,1100,"A",32925.47,0,267.37,0,7.64,-7.66,344.75
"21",14185000,1980,1,21,893,"A",33177.6,0,237.19,0,7.19,-3.37,479.73
"22",14185000,1980,1,22,777,"A",33177.6,0,259.51,0,8.43,-4.54,438.51
"23",14185000,1980,1,23,703,"A",33408.19,0,261.39,0,9.48,-3.63,468.13
"24",14185000,1980,1,24,655,"A",33523.2,0,244.48,0,8.97,-1.97,522.9
"25",14185000,1980,1,25,603,"A",33523.2,0,220.55,0,4.99,-3.79,464.12
"26",14185000,1980,1,26,550,"A",33857.89,5.48,211.36,0,0.95,-8.8,322.62
"27",14185000,1980,1,27,478,"A",33868.8,1.6,219.56,0,-6.92,-15.35,191.15
"28",14185000,1980,1,28,440,"A",33868.8,0,255.2,0,-7.67,-17.84,153.15
"29",14185000,1980,1,29,430,"A",34214.41,0,279.51,0,-6.27,-18.23,147.95
"30",14185000,1980,1,30,410,"A",34214.41,0,283.36,0,-3.34,-15.68,180.08
"31",14185000,1980,1,31,398,"A",34549.07,0,283.65,0,2.1,-10.36,280
"32",14185000,1980,2,1,500,"A",34559.98,12.26,168.55,0,5.68,-2.52,510.85
"33",14185000,1980,2,2,608,"A",34573.46,14.83,90.65,0,6.69,2.79,745.47
"34",14185000,1980,2,3,887,"A",34905.61,13.17,122.72,0,7.4,1.97,704.19
"35",14185000,1980,2,4,816,"A",34905.61,2.02,243.55,0,7.38,-1.85,536.36
"36",14185000,1980,2,5,698,"A",35251.17,0.79,199.51,0,7.85,0.3,622.46
"37",14185000,1980,2,6,1060,"A",35251.17,17.8,158.47,0,7.26,0.18,620.04
"38",14185000,1980,2,7,1200,"A",35596.8,5.39,193.34,0,6.6,-2.72,505.38
"39",14185000,1980,2,8,942,"A",35596.8,0,228.46,0,5.33,-2.62,505.16
"40",14185000,1980,2,9,788,"A",35931.49,0,303.36,0,9.13,-3.67,468.45
"41",14185000,1980,2,10,676,"A",35942.4,0.03,310.12,0,10.71,-2.83,497.79
"42",14185000,1980,2,11,598,"A",36172.99,0,302.78,0,8.22,-3.85,462.09
"43",14185000,1980,2,12,545,"A",36288,0,329.77,0,8.09,-6.92,367.53
"44",14185000,1980,2,13,505,"A",36381.48,0,281.42,0,7.43,-3.53,467.85
"45",14185000,1980,2,14,470,"A",36633.59,0,309.52,0,6.74,-5.51,411.01
"46",14185000,1980,2,15,433,"A",36647.07,0,281.26,0,4.25,-5.84,404.11
"47",14185000,1980,2,16,413,"A",36979.19,1.19,307.22,0,9.14,-4.29,450.73
"48",14185000,1980,2,17,413,"A",36992.68,5.1,222.87,0,6.69,-3.74,469.85
"49",14185000,1980,2,18,474,"A",37324.8,12.2,154.52,0,8.3,1.39,672.79
"50",14185000,1980,2,19,799,"A",37338.29,13.94,155.71,0,8.51,1.83,697.36
"51",14185000,1980,2,20,851,"A",37670.4,7.51,124.14,0,5.5,0.45,633.94
"52",14185000,1980,2,21,743,"A",37683.88,2.05,250.93,0,6.39,-2.36,516.11
"53",14185000,1980,2,22,681,"A",38016.01,8.05,170.48,0,5.4,-1.53,548.1
"54",14185000,1980,2,23,771,"A",38109.47,15.6,165.71,0,5.7,-0.63,585.3
"55",14185000,1980,2,24,714,"A",38361.59,4.76,219.01,0,9.74,1.29,670.46
"56",14185000,1980,2,25,681,"A",38592.17,10.6,258.99,0,15.53,2.67,744.37
"57",14185000,1980,2,26,893,"A",38707.2,14.05,150.96,0,10.29,4.7,857.41
"58",14185000,1980,2,27,869,"A",39052.78,4.65,189.06,0,11.95,4.74,863.67
"59",14185000,1980,2,28,1030,"A",39052.78,11.24,185,0,9.54,2.7,747.07
"60",14185000,1980,2,29,1050,"A",39398.4,7.43,260.18,0,8.85,-1.15,565.81
"61",14185000,1980,3,1,881,"A",39398.4,0,317.33,0,9.95,0.51,629.76
"62",14185000,1980,3,2,748,"A",39743.99,0,324.1,0,10.89,1.42,676.4
"63",14185000,1980,3,3,681,"A",39743.99,6.95,212.94,0,10.14,2.04,708.98
"64",14185000,1980,3,4,863,"A",40089.61,12.97,174.47,0,8.64,2.64,741.62
"65",14185000,1980,3,5,924,"A",40089.61,5.55,168.5,0,7.41,1.67,694.61
"66",14185000,1980,3,6,905,"A",40435.2,5,244.39,0,7.02,-1.84,542.91
"67",14185000,1980,3,7,788,"A",40435.2,0,297.2,0,7.81,0.05,615.7
"68",14185000,1980,3,8,703,"A",40780.81,3.62,204.51,0,7.64,1.18,667.65
"69",14185000,1980,3,9,629,"A",40780.81,5.51,284.51,0,9.21,-1.05,568.28
"70",14185000,1980,3,10,579,"A",41126.38,0,387.63,0,10.97,-0.68,582.91
"71",14185000,1980,3,11,692,"A",41472,17.47,232.23,0,6.24,-1.53,549.93
"72",14185000,1980,3,12,665,"A",41472,14.57,199.64,0,3,-3.12,490.82
"73",14185000,1980,3,13,924,"A",41817.6,21.7,151.52,0,2.91,-1.43,553.42
"74",14185000,1980,3,14,2130,"A",41817.6,34.09,200.13,0,3.06,-2.52,515.33
"75",14185000,1980,3,15,1450,"A",42163.2,17.02,216.84,0,1.64,-4.3,448.39
"76",14185000,1980,3,16,1010,"A",42163.2,7.37,278.24,0,3.76,-4.51,440.36
"77",14185000,1980,3,17,949,"A",42508.79,5.05,205.9,0,5.57,-0.21,599.51
"78",14185000,1980,3,18,1140,"A",42508.79,10.62,234.74,0,4.94,-1.35,556.84
"79",14185000,1980,3,19,1060,"A",42854.4,3.46,261.2,0,6.33,-0.12,607.67
"80",14185000,1980,3,20,1010,"A",42854.4,6.03,222.79,0,6.24,0.23,624.72
"81",14185000,1980,3,21,936,"A",43199.98,8,257.12,0,4.17,-2.66,508.71
"82",14185000,1980,3,22,810,"A",43545.59,0.26,338.61,0,6.33,-0.54,590
"83",14185000,1980,3,23,765,"A",43545.59,3.45,323.95,0,5.99,-3.35,482.7
"84",14185000,1980,3,24,687,"A",43891.21,3.64,400.08,0,7.19,-4.36,447.44
"85",14185000,1980,3,25,639,"A",43891.21,0,475.77,0,9.93,-2.94,493.62
"86",14185000,1980,3,26,671,"A",44236.8,10.75,308.16,0,8.79,-0.69,582.7
"87",14185000,1980,3,27,709,"A",44236.8,8.95,298.21,0,5.41,-2.83,501.96
"88",14185000,1980,3,28,676,"A",44582.41,0,486.94,0,8.08,-4.95,428.21
"89",14185000,1980,3,29,660,"A",44582.41,2.84,338.85,0,8.65,-0.96,571.29
"90",14185000,1980,3,30,655,"A",44927.99,6.01,318.73,0,5.66,-3.51,477.76
"91",14185000,1980,3,31,618,"A",44927.99,1.49,380.02,0,4.52,-4.27,450.78
"92",14185000,1980,4,1,579,"A",45273.61,3.79,226.05,0,5.04,-0.67,583.42
"93",14185000,1980,4,2,541,"A",45619.2,0,504.96,0,7.6,-5.89,399.76
"94",14185000,1980,4,3,518,"A",45619.2,0,507.53,0,9.29,-4.62,436.59
"95",14185000,1980,4,4,513,"A",45964.8,2.84,410.11,0,11.26,-0.39,594.62
"96",14185000,1980,4,5,649,"A",45964.8,10.04,322.12,0,10.99,1.37,677.39
"97",14185000,1980,4,6,905,"A",46310.41,22.32,284.62,0,6.02,-1.89,535.06
"98",14185000,1980,4,7,833,"A",46310.41,10.47,303.12,0,4.62,-3.69,470.65
"99",14185000,1980,4,8,893,"A",46655.99,7.39,258.34,0,7.26,0.6,637.29
"100",14185000,1980,4,9,1710,"A",46655.99,14.61,254.51,0,7.23,0.82,652.68
"101",14185000,1980,4,10,1730,"A",47001.59,10.56,279.84,0,7.1,-0.09,610.14
"102",14185000,1980,4,11,1440,"A",47001.59,2.35,455.04,0,12.55,-1.55,548.42
"103",14185000,1980,4,12,1320,"A",47347.2,0,526.1,0,19.35,2.53,734.06
"104",14185000,1980,4,13,1530,"A",47347.2,0,539.24,0,21.94,1.81,697.55
"105",14185000,1980,4,14,1770,"A",47692.81,5.17,397.1,0,22.12,3.11,769.18
"106",14185000,1980,4,15,1820,"A",47807.82,6.77,343.87,0,12.72,1.15,669.12
"107",14185000,1980,4,16,1510,"A",48038.4,0,535.09,0,18.43,0.22,620.44
"108",14185000,1980,4,17,1470,"A",48290.53,0,541,0,21.71,1.36,674.58
"109",14185000,1980,4,18,1320,"A",48384,0,499.4,0,16.1,1.24,669.68
"110",14185000,1980,4,19,1280,"A",48716.11,3.48,336.95,0,16.57,5.36,896.75
"111",14185000,1980,4,20,1410,"A",48729.59,14.98,254.26,0,11.92,3.63,798.07
"112",14185000,1980,4,21,1480,"A",49061.71,17.1,170.54,0,6.63,1.46,682.91
"113",14185000,1980,4,22,1160,"A",49075.19,0.52,320.46,0,9.65,2.16,716.94
"114",14185000,1980,4,23,987,"A",49407.31,0,343.8,0,11.96,3.93,812.58
"115",14185000,1980,4,24,968,"A",49420.8,6.11,253.99,0,11.15,3.2,773.32
"116",14185000,1980,4,25,905,"A",49752.91,2.87,420.33,0,14.17,0.21,623.53
"117",14185000,1980,4,26,845,"A",49766.39,0,514.99,0,18.3,2.5,734.84
