"","GAGEID","Year","Month","Day","Q(ft3/s)","QC_flag","dayl(s)","prcp(mm/day)","srad(W/m2)","swe(mm)","tmax(C)","tmin(C)","vp(Pa)"
"1",6879650,1980,1,1,0,"A",33523.2,0,282.46,0,8,-7.5,360
"2",6879650,1980,1,2,0,"A",33523.2,0,238.56,0,4.19,-6.5,360
"3",6879650,1980,1,3,0,"A",33523.2,0,92.67,0,-1.65,-5.08,433.84
"4",6879650,1980,1,4,0,"A",33523.2,0,194.5,0,-0.16,-8,320
"5",6879650,1980,1,5,0,"A",33542.03,0,236.29,0,2.74,-7.5,360
"6",6879650,1980,1,6,0,"A",33868.8,0,228.61,0,3.19,-6.52,360
"7",6879650,1980,1,7,0,"A",33868.8,0,255.43,0,-2.04,-13.31,215.02
"8",6879650,1980,1,8,0,"A",33868.8,0,238.81,0,-3,-13,240
"9",6879650,1980,1,9,0,"A",33868.8,0,267.62,0,-1.5,-13.57,203.47
"10",6879650,1980,1,10,0,"A",33868.8,0,307.74,0,9.78,-8.5,320
"11",6879650,1980,1,11,0,"A",34214.4,0,299.47,0,11.15,-5.63,400
"12",6879650,1980,1,12,0,"A",34214.4,0,293,0,6,-8.96,320
"13",6879650,1980,1,13,0,"A",34214.4,0,237.49,0,12,-0.02,604.96
"14",6879650,1980,1,14,0,"A",34214.4,0,285.39,0,15.48,-4.5,440
"15",6879650,1980,1,15,0,"A",34214.4,0,223.86,0,14.33,3.48,794.54
"16",6879650,1980,1,16,0,"A",34560,1.03,214.06,0,11.33,1.5,680
"17",6879650,1980,1,17,0,"A",34560,1.21,301.17,0,7.5,-7,360
"18",6879650,1980,1,18,0,"A",34560,0,312.19,0,10,-6,399.99
"19",6879650,1980,1,19,0,"A",34560,21.9,172.38,0,7.45,-2.5,520
"20",6879650,1980,1,20,0,"A",34905.6,1.21,125.38,0,0.89,-3.94,444.95
"21",6879650,1980,1,21,0,"A",34905.6,2.75,150.6,0,4.28,-3,480
"22",6879650,1980,1,22,0,"A",34905.6,0,180.78,0,4.73,-2.5,520
"23",6879650,1980,1,23,0,"A",34924.43,0,265.36,0,7,-5.5,400
"24",6879650,1980,1,24,0,"A",35251.2,0,263.28,0,12,-0.5,600
"25",6879650,1980,1,25,0,"A",35251.2,0,277.38,0,11.5,-2.12,520
"26",6879650,1980,1,26,0,"A",35251.2,1.12,325.4,0,2.19,-12.17,240
"27",6879650,1980,1,27,0,"A",35596.8,0.23,119.99,0,-9.26,-13.02,235.28
"28",6879650,1980,1,28,0,"A",35596.8,0,140.06,0,-8.94,-13.33,215.02
"29",6879650,1980,1,29,0,"A",35596.8,0,226.12,0,-7.48,-15,200
"30",6879650,1980,1,30,0,"A",35942.4,3,124.93,0,-7.44,-12.64,240
"31",6879650,1980,1,31,0,"A",35942.4,1,347.81,0,-7.31,-21.96,120
"32",6879650,1980,2,1,0,"A",35942.4,0,356.53,0,-4.96,-20.5,120
"33",6879650,1980,2,2,0,"A",36288,0,292.62,0,1.5,-9.13,306.1
"34",6879650,1980,2,3,0,"A",36288,0,272.11,0,2,-7.5,360
"35",6879650,1980,2,4,0,"A",36288,0.09,212.31,0,0.85,-5.95,398.68
"36",6879650,1980,2,5,0,"A",36633.6,0,214.76,0,3.35,-3.5,480
"37",6879650,1980,2,6,0,"A",36633.6,0,226.33,0,2.09,-5,435.28
"38",6879650,1980,2,7,0,"A",36979.2,0,194.6,0,-2.33,-8.1,323.47
"39",6879650,1980,2,8,0,"A",36979.2,16.77,123.28,0,-3.44,-8,320
"40",6879650,1980,2,9,0,"A",36979.2,0,349.16,0,-4.94,-16.48,160
"41",6879650,1980,2,10,0,"A",37324.79,0,403.79,0,-1.77,-18.5,160
"42",6879650,1980,2,11,0,"A",37324.79,0,383.39,0,-1.81,-15.5,200
"43",6879650,1980,2,12,0,"A",37324.79,0,420.53,0,-2.11,-21,120
"44",6879650,1980,2,13,0,"A",37670.39,0,398.41,0,2.28,-12.46,240
"45",6879650,1980,2,14,0,"A",37670.39,0,161.13,0,1.98,-2.15,520.17
"46",6879650,1980,2,15,0,"A",38016,5,212.32,0,0.61,-7,360
"47",6879650,1980,2,16,0,"A",38016,1,343.87,0,-5.56,-15.17,200
"48",6879650,1980,2,17,0,"A",38016,0,416.34,0,-5.07,-19,120
"49",6879650,1980,2,18,0,"A",38361.6,0,405.92,0,0.91,-12.11,240
"50",6879650,1980,2,19,0,"A",38361.6,0,287.9,0,4.54,-3,480
"51",6879650,1980,2,20,0,"A",38707.2,0,306.42,0,5,-3.11,480.17
"52",6879650,1980,2,21,0,"A",38707.2,0,209.28,0,4.94,-0.18,600
"53",6879650,1980,2,22,0,"A",39052.8,0,140.19,0,3.67,0.5,640
"54",6879650,1980,2,23,0,"A",39052.8,0,204.54,0,4.67,0,600
"55",6879650,1980,2,24,0,"A",39052.8,0,376.82,0,8.64,-1.46,560
"56",6879650,1980,2,25,0,"A",39398.4,0,436.55,0,7,-6.5,360
"57",6879650,1980,2,26,0,"A",39398.4,0,448.01,0,5.5,-9,320
"58",6879650,1980,2,27,0,"A",39744,0,468.51,0,15.47,-4,440
"59",6879650,1980,2,28,0,"A",39744,0,448.95,0,15,-1,560
"60",6879650,1980,2,29,0,"A",40089.61,0,431.99,0,2.92,-10.36,280
"61",6879650,1980,3,1,0,"A",40089.61,3,299,0,-6.81,-17.5,160
"62",6879650,1980,3,2,0,"A",40089.61,0,481.87,0,-3.27,-20,120
"63",6879650,1980,3,3,0,"A",40435.2,0,408.52,0,4.5,-6.8,360.17
"64",6879650,1980,3,4,0,"A",40435.2,0,443.68,0,7.87,-5.56,400
"65",6879650,1980,3,5,0,"A",40780.8,0,417.63,0,-1.57,-13.02,238.68
"66",6879650,1980,3,6,0.37,"A",40780.8,0,502.53,0,9.9,-10.11,280
"67",6879650,1980,3,7,0.63,"A",41126.4,0,397.82,0,7.54,-3.61,471.13
"68",6879650,1980,3,8,0.6,"A",41126.4,0,366.81,0,7.53,-2.39,520
"69",6879650,1980,3,9,0.62,"A",41472,0,484.61,0,12.89,-4,325.26
"70",6879650,1980,3,10,0.54,"A",41472,0,456.95,0,13.55,-1,393.02
"71",6879650,1980,3,11,0.47,"A",41472,0,457.67,0,7.93,-6.08,290.76
"72",6879650,1980,3,12,0.5,"A",41817.61,5,182.42,0,3.87,-2,520
"73",6879650,1980,3,13,0.35,"A",41817.61,2.96,269.28,0,6.8,-2.11,518.37
"74",6879650,1980,3,14,0.32,"A",42163.2,0,514.11,0,15,-3,321.22
"75",6879650,1980,3,15,0.34,"A",42163.2,0,435.57,0,19.84,4.54,587.63
"76",6879650,1980,3,16,0.35,"A",42508.81,0,391.79,0,18.98,6.15,703.89
"77",6879650,1980,3,17,0.29,"A",42508.81,0,432.09,0,14.54,-0.5,440
"78",6879650,1980,3,18,0.32,"A",42854.39,0,450.82,0,16.01,-0.5,412.44
"79",6879650,1980,3,19,0.37,"A",42854.39,0,437.44,0,20.5,4.87,591.25
"80",6879650,1980,3,20,0.32,"A",43200,0,428.73,0,19.5,4.52,583.33
"81",6879650,1980,3,21,0.3,"A",43200,0,465.47,0,13.5,-4.06,321.22
"82",6879650,1980,3,22,0.35,"A",43200,0,442.25,0,17,1,455.93
"83",6879650,1980,3,23,0.39,"A",43545.6,0,416.01,0,17,2.5,528.66
"84",6879650,1980,3,24,0.45,"A",43545.6,23,177.06,0,5.5,-1.34,560
"85",6879650,1980,3,25,0.43,"A",43891.2,0,176.32,0,2.89,-2,520
"86",6879650,1980,3,26,0.6,"A",43891.2,3.34,159.02,0,6.52,0.66,640
"87",6879650,1980,3,27,0.99,"A",44236.8,2.44,171.93,0,8.7,3.5,800
"88",6879650,1980,3,28,3.6,"A",44236.8,14.4,96.29,0,9.16,6,920
"89",6879650,1980,3,29,65,"A",44582.4,4.99,148.08,0,9.37,4.39,831.04
"90",6879650,1980,3,30,103,"A",44582.4,60.48,145.68,0,6.87,2.17,718.78
"91",6879650,1980,3,31,34,"A",44928,2.91,277.28,0,10.5,1,640
"92",6879650,1980,4,1,25,"A",44928,3.03,280.21,0,14.08,4.5,840
"93",6879650,1980,4,2,26,"A",44928,0,408.85,0,12.66,1.5,680
"94",6879650,1980,4,3,25,"A",45273.61,20.2,207.47,0,8.5,1.96,716.7
"95",6879650,1980,4,4,19,"A",45273.61,0,450.07,0,12.61,-0.08,600
"96",6879650,1980,4,5,16,"A",45619.2,0,499.82,0,17.91,1.5,680
"97",6879650,1980,4,6,15,"A",45619.2,1,444.65,0,20.5,7.5,1040
"98",6879650,1980,4,7,13,"A",45964.8,0,447.79,0,19.5,6.5,959.83
"99",6879650,1980,4,8,12,"A",45964.8,1.11,395.03,0,16.37,6.19,935.02
"100",6879650,1980,4,9,10,"A",46310.39,0,454.35,0,15.43,3,760
"101",6879650,1980,4,10,9.9,"A",46310.39,0,535.52,0,20.35,0.5,639.83
"102",6879650,1980,4,11,9.8,"A",46310.39,4.08,382.33,0,19.37,2.5,720
"103",6879650,1980,4,12,8.6,"A",46656,3.12,334.09,0,11.58,-0.5,600
"104",6879650,1980,4,13,8.1,"A",46656,0,463.36,0,12.19,-0.5,600
"105",6879650,1980,4,14,7.9,"A",47001.6,0,467.36,0,12.04,-0.67,586.1
"106",6879650,1980,4,15,7.1,"A",47001.6,0,538.98,0,18.5,-0.5,600
"107",6879650,1980,4,16,6.9,"A",47347.2,0,516.32,0,20.5,3.52,799.83
"108",6879650,1980,4,17,6.6,"A",47347.2,2,391.1,0,15.83,6,920
"109",6879650,1980,4,18,6.2,"A",47347.2,0,414.99,0,17.5,6.87,989.92
"110",6879650,1980,4,19,6,"A",47692.8,0,539.88,0,23.48,4.5,789.51
"111",6879650,1980,4,20,5.9,"A",47692.8,0,538.9,0,29.5,8.69,1015.34
"112",6879650,1980,4,21,5.7,"A",48038.4,0,531.49,0,31.5,11,1160
"113",6879650,1980,4,22,5.6,"A",48038.4,0,514.66,0,31,12.5,1293.9
"114",6879650,1980,4,23,5.4,"A",48384,0,517.45,0,28.07,9.96,1116.36
"115",6879650,1980,4,24,5.2,"A",48384,0,495.68,0,23.92,8,1003.5
"116",6879650,1980,4,25,4.9,"A",48384,0,428.46,0,17.67,5.67,918.68
"117",6879650,1980,4,26,4.6,"A",48729.61,0,366.84,0,16.39,6.64,971.55
"118",6879650,1980,4,27,4.5,"A",48729.61,0,412.29,0,17.17,5.59,917.45
"119",6879650,1980,4,28,4.3,"A",49075.2,0,491.49,0,22,6,883.4
"120",6879650,1980,4,29,4.2,"A",49075.2,0,540.82,0,24.33,3.76,733.73
"121",6879650,1980,4,30,4.2,"A",49075.2,0,504.21,0,23.6,6,866.81
"122",6879650,1980,5,1,4,"A",49420.8,0,433.17,0,21.67,7.98,1050.4
"123",6879650,1980,5,2,3.9,"A",49420.8,0,490.86,0,24,7,923.5
"124",6879650,1980,5,3,3.7,"A",49420.8,0,480.54,0,26.5,9.5,1086.81
"125",6879650,1980,5,4,3.6,"A",49766.4,2.7,422.99,0,27,7.5,1004.1
"126",6879650,1980,5,5,3.6,"A",49766.4,0,489.49,0,28.5,10.5,1156.53
"127",6879650,1980,5,6,3.5,"A",50112,0,480.98,0,28,10.5,1160
"128",6879650,1980,5,7,3.4,"A",50112,1.62,467.81,0,25.91,9.44,1115.08
"129",6879650,1980,5,8,3.2,"A",50112,0,483.65,0,18,1.5,676.53
"130",6879650,1980,5,9,3.2,"A",50457.6,0,523.34,0,20,0.66,575.97
"131",6879650,1980,5,10,3.3,"A",50457.6,3,345.52,0,26,9.58,1203.25
"132",6879650,1980,5,11,3.2,"A",50457.6,0,444.47,0,25.52,10.28,1150.26
"133",6879650,1980,5,12,3.1,"A",50803.2,0,362.36,0,22,10.5,1280.17
"134",6879650,1980,5,13,2.9,"A",50803.2,0,473.88,0,23.5,7,919.83
"135",6879650,1980,5,14,2.7,"A",50803.2,0,502.42,0,21.5,3.5,715.04
"136",6879650,1980,5,15,2.7,"A",51148.8,0,396.25,0,22.83,10,1200.02
"137",6879650,1980,5,16,3.3,"A",51148.8,19.65,255.99,0,21,10.5,1280
"138",6879650,1980,5,17,2.9,"A",51148.8,4.2,148.45,0,16.54,10.87,1309.57
"139",6879650,1980,5,18,2.7,"A",51475.57,0,253.3,0,17.49,10.17,1253.8
"140",6879650,1980,5,19,2.7,"A",51494.4,0,428.29,0,20.98,7.5,1031.63
