"","GAGEID","Year","Month","Day","Q(ft3/s)","QC_flag","dayl(s)","prcp(mm/day)","srad(W/m2)","swe(mm)","tmax(C)","tmin(C)","vp(Pa)"
"1",5507600,1980,1,1,0.05,"A",33523.21,0,190.52,0,4.53,-3.34,480
"2",5507600,1980,1,2,0.03,"A",33523.21,0,108.8,0,1,-3,480
"3",5507600,1980,1,3,0,"A",33523.21,0,74.32,0,-0.36,-3,480
"4",5507600,1980,1,4,0,"A",33523.21,0,153.09,0,0.81,-5,440
"5",5507600,1980,1,5,0,"A",33523.21,1,133.83,0,1.47,-3.5,480
"6",5507600,1980,1,6,0,"A",33557.74,0.14,177.14,0,3.52,-3.38,476.93
"7",5507600,1980,1,7,0,"A",33775.13,2.6,254.77,0,3.46,-11.35,251.93
"8",5507600,1980,1,8,0,"A",33868.81,0,242.62,0,-3.11,-12,240
"9",5507600,1980,1,9,0,"A",33868.81,0,246.25,0,-3.51,-12.5,240
"10",5507600,1980,1,10,0,"A",33868.81,0,312.85,0,7.94,-9.5,280.25
"11",5507600,1980,1,11,0,"A",33868.81,0,313.03,0,13.39,-5.08,433.4
"12",5507600,1980,1,12,0,"A",34013.89,0,295.29,0,2.35,-10.36,280
"13",5507600,1980,1,13,0,"A",34214.4,0,245.02,0,3.16,-5.62,400.15
"14",5507600,1980,1,14,0,"A",34214.4,0,304.26,0,8.54,-5.5,400
"15",5507600,1980,1,15,0,"A",34214.4,0,245,0,11.28,0.44,633.95
"16",5507600,1980,1,16,0,"A",34248.92,6.59,149.79,0,12.5,4.63,850.21
"17",5507600,1980,1,17,0,"A",34560,0,239.55,0,9.79,-0.19,600
"18",5507600,1980,1,18,0,"A",34560,0,265.72,0,5.7,-6.1,391.87
"19",5507600,1980,1,19,0,"A",34560,0,185.19,0,2.05,-4.5,440
"20",5507600,1980,1,20,0,"A",34594.53,3.07,111.05,0,1.57,-3,480.25
"21",5507600,1980,1,21,0,"A",34905.6,0.35,181.33,0,1.97,-4.31,440
"22",5507600,1980,1,22,0,"A",34905.6,0,152.1,0,2.01,-3.05,480.73
"23",5507600,1980,1,23,0,"A",34905.6,0,267.37,0,0.9,-9.77,280
"24",5507600,1980,1,24,0,"A",35240.2,0,299.12,0,7.57,-7.07,360
