"","GAGEID","Year","Month","Day","Q(ft3/s)","QC_flag","dayl(s)","prcp(mm/day)","srad(W/m2)","swe(mm)","tmax(C)","tmin(C)","vp(Pa)"
"1",2128000,1980,1,1,52,"A",34722.55,0,215.53,0,9.5,1,642.96
"2",2128000,1980,1,2,48,"A",34886.57,0,284.97,0,10.53,-3.02,480
"3",2128000,1980,1,3,46,"A",34905.59,0,293.14,0,11.48,-3.13,480
"4",2128000,1980,1,4,46,"A",34905.59,2.34,188.28,0,7.79,-0.78,578
"5",2128000,1980,1,5,58,"A",34905.59,5.07,143.13,0,5.04,-1.96,522.9
"6",2128000,1980,1,6,69,"A",34905.59,0,281.15,0,6.5,-5.94,400
"7",2128000,1980,1,7,56,"A",34905.59,0,259.18,0,6.61,-4,440.31
"8",2128000,1980,1,8,56,"A",34905.59,4.22,137.42,0,7.51,0.85,640.35
"9",2128000,1980,1,9,69,"A",35068.16,4.71,97.74,0,6.68,2.27,720.06
"10",2128000,1980,1,10,70,"A",35251.21,0,259.24,0,7.01,-3.39,474.4
"11",2128000,1980,1,11,205,"A",35251.21,14.38,159.43,0,8.52,0.63,640.51
"12",2128000,1980,1,12,487,"A",35251.21,12.59,190.35,0,10.81,0.67,640
"13",2128000,1980,1,13,165,"A",35251.21,0,229.87,0,8.1,-0.49,598.15
"14",2128000,1980,1,14,584,"A",35266.47,15,162.67,0,7.05,-0.81,575.44
"15",2128000,1980,1,15,457,"A",35577.79,0,267.15,0,13.62,2.69,734.88
"16",2128000,1980,1,16,173,"A",35596.82,0,301.35,0,15.38,1.45,676.17
"17",2128000,1980,1,17,124,"A",35596.82,2.15,234.73,0,12.5,3.11,768.88
"18",2128000,1980,1,18,919,"A",35596.82,20.34,120.36,0,11.69,6.13,930.68
"19",2128000,1980,1,19,874,"A",35677.85,13.55,237.24,0,16,0.91,641.19
"20",2128000,1980,1,20,235,"A",35942.38,0,322.19,0,16.29,0.51,640
"21",2128000,1980,1,21,153,"A",35942.38,0,308.63,0,15.12,1.5,680
"22",2128000,1980,1,22,134,"A",35942.38,6.76,182.5,0,12.14,4.5,839.75
"23",2128000,1980,1,23,609,"A",35957.65,16.95,176.95,0,11.62,3.27,781.46
"24",2128000,1980,1,24,278,"A",36287.98,0,338.55,0,10.29,-5.55,408.91
"25",2128000,1980,1,25,162,"A",36287.98,0,309.27,0,12.61,0.02,606.44
"26",2128000,1980,1,26,130,"A",36287.98,0,254.57,0,13.09,4,800.31
"27",2128000,1980,1,27,118,"A",36369.04,4.51,190.26,0,10.26,1.48,679.36
"28",2128000,1980,1,28,113,"A",36633.6,0,245.08,0,8.45,0.22,616.82
"29",2128000,1980,1,29,107,"A",36633.6,0,253.04,0,10.55,1.94,715.51
"30",2128000,1980,1,30,100,"A",36633.6,0,324.37,0,8.28,-4.22,441.01
"31",2128000,1980,1,31,103,"A",36979.19,5.97,148.08,0,1.09,-4.86,438.67
"32",2128000,1980,2,1,104,"A",36979.19,0,289.26,0,0.38,-9.05,316.15
"33",2128000,1980,2,2,96,"A",36979.19,0,328.46,0,0.43,-11.04,273.93
"34",2128000,1980,2,3,90,"A",37243.51,0,342.76,0,2.06,-10.49,280
"35",2128000,1980,2,4,88,"A",37324.78,0,299.12,0,1.55,-8.18,320
"36",2128000,1980,2,5,89,"A",37324.78,0,354.65,0,3.29,-10.05,280
"37",2128000,1980,2,6,89,"A",37405.84,4.88,228.84,0,3.49,-5.7,400
"38",2128000,1980,2,7,90,"A",37670.38,2.32,248.22,0,4.51,-4.36,440
"39",2128000,1980,2,8,93,"A",37670.38,0,359.94,0,5.76,-6.5,360
"40",2128000,1980,2,9,97,"A",37751.44,6.69,202.15,0,4.01,-3.72,462.59
"41",2128000,1980,2,10,230,"A",38016,13.4,141.87,0,3.04,-2.01,520
"42",2128000,1980,2,11,215,"A",38016,0,390.93,0,6.1,-7.89,328.92
"43",2128000,1980,2,12,161,"A",38097.05,0,368.09,0,7.24,-5,440
"44",2128000,1980,2,13,131,"A",38361.6,0,384.61,0,7.99,-5.45,409.2
"45",2128000,1980,2,14,115,"A",38361.6,0,421.79,0,12.54,-5.5,400
"46",2128000,1980,2,15,109,"A",38625.93,0,400.8,0,16.38,-1.53,557.6
"47",2128000,1980,2,16,109,"A",38707.2,1.03,363.26,0,15.87,2.2,719.74
"48",2128000,1980,2,17,105,"A",38707.2,0,389.98,0,8.89,-6.41,373.16
"49",2128000,1980,2,18,96,"A",39052.81,0,403.92,0,6.25,-10,280
"50",2128000,1980,2,19,91,"A",39052.81,0,423.87,0,11.51,-8,320
"51",2128000,1980,2,20,93,"A",39052.81,0,387.61,0,14.01,-1,560
"52",2128000,1980,2,21,92,"A",39398.39,1,393.63,0,18.51,2.24,720
"53",2128000,1980,2,22,92,"A",39398.39,1,332.55,0,21.5,9.27,1181.51
"54",2128000,1980,2,23,93,"A",39398.39,4.28,270.86,0,22.91,9.16,1172.64
"55",2128000,1980,2,24,91,"A",39743.98,2.4,344.44,0,22.5,4.98,878.29
"56",2128000,1980,2,25,93,"A",39743.98,0.68,357.49,0,18.07,5.08,886.53
"57",2128000,1980,2,26,87,"A",40089.61,2.06,375.32,0,10.14,-3.56,467.21
"58",2128000,1980,2,27,85,"A",40089.61,0,415.69,0,10.39,-6,400
"59",2128000,1980,2,28,82,"A",40089.61,0,440.68,0,16.79,-3.5,479.77
"60",2128000,1980,2,29,81,"A",40435.2,0,441.7,0,17.68,-2.71,501.05
"61",2128000,1980,3,1,80,"A",40435.2,5.98,364.53,0,7.03,-8.77,313.31
"62",2128000,1980,3,2,85,"A",40516.25,11.56,180.16,0,-4.37,-10.84,276.13
"63",2128000,1980,3,3,100,"A",40780.8,2.74,409.65,0,0.94,-13.92,200
"64",2128000,1980,3,4,120,"A",40780.8,0,496.34,0,9.73,-8.48,319.08
"65",2128000,1980,3,5,257,"A",41126.39,3.03,264.96,0,11.77,1.2,655.81
"66",2128000,1980,3,6,446,"A",41126.39,0,381.91,0,14.24,2.5,720
"67",2128000,1980,3,7,192,"A",41126.39,0,434.22,0,15.85,1.5,679.97
"68",2128000,1980,3,8,165,"A",41472,6.02,248.27,0,18.02,7.9,1072.04
"69",2128000,1980,3,9,215,"A",41472,11.3,204.43,0,18.78,9.98,1238.62
"70",2128000,1980,3,10,147,"A",41817.61,0,421.72,0,19.51,2.9,752.1
"71",2128000,1980,3,11,118,"A",41817.61,0,351.72,0,17.97,5.48,918.72
"72",2128000,1980,3,12,105,"A",41817.61,0,359.46,0,12.27,-0.02,600
"73",2128000,1980,3,13,255,"A",42163.21,15.05,151.52,0,4.63,-1.39,557.12
"74",2128000,1980,3,14,334,"A",42163.21,0,312.77,0,10.08,0.24,619.08
