"","GAGEID","Year","Month","Day","Q(ft3/s)","QC_flag","dayl(s)","prcp(mm/day)","srad(W/m2)","swe(mm)","tmax(C)","tmin(C)","vp(Pa)"
"1",9081600,1980,1,1,42,"A",33523.16,0,371.59,0,-0.22,-23.22,99.84
"2",9081600,1980,1,2,42,"A",33523.16,3.36,262.93,0,-3.84,-18.17,149.73
"3",9081600,1980,1,3,40,"A",33523.16,0,373.03,0,-5.37,-27.61,69.88
"4",9081600,1980,1,4,43,"A",33523.16,0,164.68,0,-6.79,-13.26,222.24
"5",9081600,1980,1,5,40,"A",33660.96,0,357.06,0,-0.24,-19,141.91
"6",9081600,1980,1,6,40,"A",33868.8,0,332,0,-0.2,-15.88,180.64
"7",9081600,1980,1,7,39,"A",33868.8,7.6,157.24,0,-3.9,-12.41,241.18
"8",9081600,1980,1,8,39,"A",33868.8,10.63,174.85,0,-7,-16.18,177.07
"9",9081600,1980,1,9,40,"A",33868.8,12.33,183.16,0,-6.01,-15.68,184.62
"10",9081600,1980,1,10,39,"A",33868.8,20.68,156.8,0,-3.07,-11.1,263.72
"11",9081600,1980,1,11,28,"A",34095.67,23.05,289.51,0,-5.45,-25.6,80.25
"12",9081600,1980,1,12,46,"A",34214.4,18.68,252.74,0,-6.67,-21.05,124.71
"13",9081600,1980,1,13,51,"A",34214.4,26.21,206.71,0,1.24,-9.42,305.55
"14",9081600,1980,1,14,59,"A",34214.4,13.99,160.55,0,1.05,-6.8,371.55
"15",9081600,1980,1,15,59,"A",34214.4,17.33,166.98,0,0.9,-7.22,357.16
"16",9081600,1980,1,16,48,"A",34559.99,0.93,385.33,0,-0.66,-20.44,133.3
"17",9081600,1980,1,17,46,"A",34559.99,7.45,248.01,0,-6.85,-19.86,138.93
"18",9081600,1980,1,18,43,"A",34559.99,0,272.57,0,-4.54,-14.42,207.58
"19",9081600,1980,1,19,42,"A",34559.99,0,277.46,0,-2.2,-12.38,238.1
"20",9081600,1980,1,20,41,"A",34905.59,0,374.73,0,-2.91,-18.64,146.65
"21",9081600,1980,1,21,41,"A",34905.59,0,430.67,0,-0.97,-24.58,91.98
"22",9081600,1980,1,22,39,"A",34905.59,0,434.84,0,-3.43,-27.05,72.95
"23",9081600,1980,1,23,33,"A",35043.41,0,428.47,0,-8.44,-29.28,62.24
"24",9081600,1980,1,24,44,"A",35251.21,0,438.51,0,-6,-28.35,66.55
"25",9081600,1980,1,25,50,"A",35251.21,0,436.94,0,-1.97,-23.51,99.83
"26",9081600,1980,1,26,47,"A",35251.21,0,349.86,0,-1.19,-14.37,203.89
"27",9081600,1980,1,27,46,"A",35596.79,0,104.42,0,-5.46,-6.88,363.68
"28",9081600,1980,1,28,47,"A",35596.79,2.41,125.39,0,-1.93,-5.61,407.95
"29",9081600,1980,1,29,47,"A",35596.79,32.19,120.62,0,-3.91,-8.92,313.11
"30",9081600,1980,1,30,46,"A",35942.41,29.94,234.67,0,-0.68,-11.43,256.98
"31",9081600,1980,1,31,34,"A",35942.41,0,477.17,0,-3.88,-28.67,59.68
"32",9081600,1980,2,1,46,"A",35942.41,0,478.83,0,-5.01,-29.54,61
"33",9081600,1980,2,2,47,"A",36287.98,0,460.76,0,-4,-24.28,93.12
"34",9081600,1980,2,3,48,"A",36287.98,0,442.87,0,2.22,-16.13,178
"35",9081600,1980,2,4,46,"A",36287.98,0,460.74,0,3.87,-16.41,181.88
"36",9081600,1980,2,5,43,"A",36633.61,0,489.06,0,-0.05,-24.31,93.94
"37",9081600,1980,2,6,44,"A",36633.61,0,463.32,0,-3.08,-22.91,106.54
"38",9081600,1980,2,7,43,"A",36860.47,3.94,260.2,0,0.42,-11.61,254.63
"39",9081600,1980,2,8,39,"A",36979.19,0,493.82,0,-2.93,-26.6,74.68
"40",9081600,1980,2,9,31,"A",36979.19,0,507.62,0,-5.47,-31.68,49.43
"41",9081600,1980,2,10,37,"A",37324.79,0,487.43,0,-5.67,-27.85,63.51
"42",9081600,1980,2,11,41,"A",37324.79,0,489.29,0,-4.54,-26.6,72.8
"43",9081600,1980,2,12,41,"A",37346.78,0,500.82,0,-5.06,-28.56,65.8
"44",9081600,1980,2,13,46,"A",37670.4,0,481.75,0,-1.33,-22.68,107.09
"45",9081600,1980,2,14,46,"A",37670.4,14.26,309.88,0,-0.4,-16.41,178.86
"46",9081600,1980,2,15,52,"A",38015.98,32.61,183.89,0,0.09,-8.18,335.37
"47",9081600,1980,2,16,49,"A",38015.98,17.32,282.75,0,0.11,-13.32,230.55
"48",9081600,1980,2,17,47,"A",38037.96,0,451.73,0,-0.01,-17.49,167.87
"49",9081600,1980,2,18,51,"A",38361.61,16.9,297.99,0,-1.47,-15.75,194.22
"50",9081600,1980,2,19,51,"A",38361.61,22.51,316.34,0,1.55,-13.88,223.84
"51",9081600,1980,2,20,46,"A",38707.2,13.71,334.65,0,1.33,-15.06,204.18
"52",9081600,1980,2,21,45,"A",38707.2,11.79,267.76,0,-3.72,-15.29,200.32
"53",9081600,1980,2,22,49,"A",38995.57,9.74,332.63,0,-0.84,-16.1,188.1
"54",9081600,1980,2,23,47,"A",39052.8,10.15,251.66,0,-3.52,-13.72,220.06
"55",9081600,1980,2,24,46,"A",39052.8,4.25,514.07,0,-1.92,-23.33,102.27
"56",9081600,1980,2,25,42,"A",39398.41,0,565.35,0,-5.83,-28.63,65.92
"57",9081600,1980,2,26,46,"A",39398.41,0,573.87,0,-2.28,-26.49,77.52
"58",9081600,1980,2,27,50,"A",39744,0,571.92,0,1.11,-23.12,104.62
"59",9081600,1980,2,28,55,"A",39744,0,585.8,0,4.04,-22.17,113.4
"60",9081600,1980,2,29,59,"A",40089.6,6.6,403.51,0,3.61,-14.74,202.25
"61",9081600,1980,3,1,54,"A",40089.6,0,528.64,0,-1.43,-21.24,123.22
"62",9081600,1980,3,2,52,"A",40089.6,0,555.26,0,-2.15,-23.45,102.25
"63",9081600,1980,3,3,50,"A",40435.18,5.22,431.64,0,1,-15.37,194.41
"64",9081600,1980,3,4,51,"A",40435.18,15.56,309.49,0,2.46,-10.72,278.59
"65",9081600,1980,3,5,51,"A",40780.8,13.92,282.26,0,-0.44,-11.92,251.97
"66",9081600,1980,3,6,52,"A",40780.8,16.56,173.83,0,-1.99,-8.45,326.96
"67",9081600,1980,3,7,53,"A",41126.4,18.84,232.49,0,-2,-10.68,275.64
"68",9081600,1980,3,8,51,"A",41126.4,13.22,226,0,-3.3,-11.59,255.51
"69",9081600,1980,3,9,49,"A",41472,0,428.79,0,-1.95,-14.1,209.16
"70",9081600,1980,3,10,50,"A",41472,0,575.78,0,-4.47,-22.73,108.09
"71",9081600,1980,3,11,51,"A",41472,0,619.62,0,-1.57,-22.67,108.63
"72",9081600,1980,3,12,49,"A",41817.59,16.73,316.53,0,-1.16,-12.37,239.86
"73",9081600,1980,3,13,47,"A",41817.59,0.02,607.85,0,-6.3,-25.32,85.32
"74",9081600,1980,3,14,51,"A",42163.22,0,644.25,0,-1.5,-23.16,104.78
"75",9081600,1980,3,15,53,"A",42163.22,0,642.26,0,0.19,-21.18,123.67
"76",9081600,1980,3,16,52,"A",42508.8,5,464.43,0,5.16,-15.05,195.98
"77",9081600,1980,3,17,45,"A",42508.8,0,686.05,0,-4.77,-30.91,53.89
"78",9081600,1980,3,18,50,"A",42854.39,0,663.03,0,-3.34,-26.36,78.08
"79",9081600,1980,3,19,54,"A",42854.39,0,683.98,0,3.62,-22.19,114.11
"80",9081600,1980,3,20,58,"A",43200.01,0,572.71,0,-0.68,-17.73,160.88
"81",9081600,1980,3,21,62,"A",43200.01,0,635.25,0,-0.41,-20.91,126.38
"82",9081600,1980,3,22,65,"A",43200.01,0,577.67,0,0.56,-16.68,177.02
"83",9081600,1980,3,23,60,"A",43545.59,0,618.47,0,0.66,-18.73,152.26
"84",9081600,1980,3,24,57,"A",43545.59,0,630.18,0,-1.24,-21.26,122.87
"85",9081600,1980,3,25,61,"A",43891.21,10.04,480.93,0,1.85,-19.21,146.45
"86",9081600,1980,3,26,57,"A",43891.21,7.01,468.42,0,-2.53,-21.88,117.01
"87",9081600,1980,3,27,56,"A",44236.8,0,635.26,0,-2.39,-21.8,116.73
"88",9081600,1980,3,28,54,"A",44236.8,0,661.33,0,0.37,-20.58,129.65
"89",9081600,1980,3,29,52,"A",44582.39,0,543.03,0,-2.38,-16.94,171.96
"90",9081600,1980,3,30,53,"A",44582.39,0,627.32,0,-4.63,-22.61,108.82
"91",9081600,1980,3,31,53,"A",44928.02,8.22,458.84,0,0.26,-17.08,165.64
"92",9081600,1980,4,1,51,"A",44928.02,0,647.92,0,-6.39,-25.05,88.28
"93",9081600,1980,4,2,54,"A",44928.02,12.77,302.82,0,-2.92,-12.69,234.51
"94",9081600,1980,4,3,52,"A",45273.59,5.42,557.36,0,-3.22,-20.58,126.59
"95",9081600,1980,4,4,52,"A",45273.59,0,601.37,0,-1.47,-17.64,162.6
"96",9081600,1980,4,5,58,"A",45619.2,0,653.97,0,2,-16.84,175.01
"97",9081600,1980,4,6,59,"A",45619.2,3.99,526.87,0,4.35,-12.77,238.09
"98",9081600,1980,4,7,56,"A",45964.78,7.5,350.99,0,1.24,-10.66,274.42
"99",9081600,1980,4,8,54,"A",45964.78,0.01,629.52,0,-6.76,-24.26,93.82
"100",9081600,1980,4,9,60,"A",46310.42,0,678.84,0,-1.74,-21.73,118.93
"101",9081600,1980,4,10,69,"A",46310.42,0,612.57,0,0.69,-15.97,190.46
"102",9081600,1980,4,11,68,"A",46310.43,4.52,479.31,0,0.17,-17.5,165.86
"103",9081600,1980,4,12,64,"A",46656.01,0,702.85,0,-2.33,-23.34,103.1
"104",9081600,1980,4,13,70,"A",46656.01,0,711.82,0,-1.65,-23.09,104.92
"105",9081600,1980,4,14,84,"A",47001.61,0,700.62,0,-0.07,-20.75,127.46
"106",9081600,1980,4,15,108,"A",47001.61,0,700.49,0,4.32,-16.38,183.99
"107",9081600,1980,4,16,132,"A",47347.17,0,652.8,0,4.39,-13.61,223.09
"108",9081600,1980,4,17,153,"A",47347.17,0,707.78,0,3.08,-17.49,166.67
"109",9081600,1980,4,18,193,"A",47404.41,0,716.23,0,6.07,-14.95,201.53
"110",9081600,1980,4,19,254,"A",47692.79,0,687.23,0,7.8,-11.71,257.96
"111",9081600,1980,4,20,324,"A",47692.79,0,669.65,0,9.7,-9.02,315.68
"112",9081600,1980,4,21,409,"A",48038.4,0,597.97,0,9.45,-6.12,398.13
"113",9081600,1980,4,22,478,"A",48038.4,0,405.29,0,7.66,-2,533.64
"114",9081600,1980,4,23,502,"A",48362.02,0,532.49,0,5.26,-7.49,361.37
"115",9081600,1980,4,24,439,"A",48384.02,0.82,298.79,0,2.97,-3.88,462.79
"116",9081600,1980,4,25,383,"A",48384.02,0,670.17,0,5.49,-11.52,264.1
"117",9081600,1980,4,26,420,"A",48729.59,0,570.44,0,5.09,-8.3,332.09
"118",9081600,1980,4,27,455,"A",48729.59,0,699.05,0,6.7,-11.29,266.55
"119",9081600,1980,4,28,525,"A",49053.2,0,661.39,0,7.33,-9.15,314.48
"120",9081600,1980,4,29,588,"A",49075.16,0,473.58,0,7.09,-3.57,479.35
"121",9081600,1980,4,30,591,"A",49075.16,8.11,455.03,0,9.11,-5.19,424.32
"122",9081600,1980,5,1,535,"A",49420.8,5.19,301.18,0,4.07,-4.46,447.16
"123",9081600,1980,5,2,501,"A",49420.8,0,568.38,0,6.4,-6.28,389.07
"124",9081600,1980,5,3,516,"A",49539.55,0,635.05,0,11.09,-3.83,462.22
"125",9081600,1980,5,4,546,"A",49766.45,0,561.64,0,8.05,-4.45,444.76
"126",9081600,1980,5,5,567,"A",49766.45,0,635.28,0,8.69,-5.88,405.33
"127",9081600,1980,5,6,633,"A",50112.01,0,598.89,0,9.49,-3.82,471.02
"128",9081600,1980,5,7,709,"A",50112.01,5.87,360.52,0,7.1,-2.89,505.69
"129",9081600,1980,5,8,710,"A",50112.01,6.95,284.53,0,7.38,-0.31,602.11
"130",9081600,1980,5,9,694,"A",50457.59,6.85,274.86,0,3.63,-3.58,477.55
"131",9081600,1980,5,10,652,"A",50457.59,12.64,246.31,0,3.74,-2.57,514.57
"132",9081600,1980,5,11,632,"A",50457.59,13.84,211.4,0,4.56,-0.71,585
"133",9081600,1980,5,12,603,"A",50803.17,13.59,479.8,0,4.6,-8.27,335.39
"134",9081600,1980,5,13,491,"A",50803.17,7.22,372.04,0,-0.4,-9.4,308.69
"135",9081600,1980,5,14,444,"A",50803.17,0,480.64,0,3.96,-4.65,438.93
"136",9081600,1980,5,15,421,"A",51148.82,3.21,435.75,0,5.98,-4.49,443.65
"137",9081600,1980,5,16,465,"A",51148.82,8.01,506.29,0,7.38,-5.42,418
"138",9081600,1980,5,17,596,"A",51148.82,10.55,496.08,0,6.78,-5.45,412.21
"139",9081600,1980,5,18,520,"A",51356.63,1.4,571.68,0,2.67,-8,339.42
"140",9081600,1980,5,19,546,"A",51494.42,5.44,649.62,0,8.5,-5.79,404.73
"141",9081600,1980,5,20,653,"A",51494.42,0,723.27,0,10.98,-2.66,491.93
"142",9081600,1980,5,21,849,"A",51494.43,0,769.48,0,12.84,-2.82,473.37
"143",9081600,1980,5,22,1140,"A",51840,0,768.91,0,14.83,-1.16,520.06
"144",9081600,1980,5,23,1370,"A",51840,0.41,780.4,0,16.48,-1.19,506.34
"145",9081600,1980,5,24,1320,"A",51840,0,741.37,0,11.21,-3.57,442.82
"146",9081600,1980,5,25,1060,"A",51840,0,779.12,0,7.56,-9.54,283.15
"147",9081600,1980,5,26,947,"A",52185.6,0,690.74,0,7.08,-6.2,365.1
"148",9081600,1980,5,27,946,"A",52185.6,0,785.89,0,11.52,-5.87,359.77
"149",9081600,1980,5,28,1050,"A",52185.6,0,780.1,0,13.38,-3.54,429.41
"150",9081600,1980,5,29,1150,"A",52185.6,0,779.53,0,15.53,-2.38,460.94
"151",9081600,1980,5,30,1060,"A",52304.32,0,697.05,0,9.45,-4.29,417.27
"152",9081600,1980,5,31,1190,"A",52531.2,0,741.24,0,13.3,-2.14,476.27
"153",9081600,1980,6,1,1210,"A",52531.2,0,758.21,0,11.7,-4.36,404.11
"154",9081600,1980,6,2,1190,"A",52531.2,0,757.97,0,12.02,-4.05,414.8
"155",9081600,1980,6,3,1300,"A",52531.2,0,756.01,0,14.76,-1.85,468.97
"156",9081600,1980,6,4,1450,"A",52531.2,0,761.04,0,17.23,0.36,520.68
"157",9081600,1980,6,5,1650,"A",52739.01,0,767.58,0,16.63,-0.57,469.23
"158",9081600,1980,6,6,1740,"A",52876.81,0,734.65,0,15.51,-0.28,471.05
"159",9081600,1980,6,7,1560,"A",52876.81,0,778.8,0,15.98,-2.68,361.71
"160",9081600,1980,6,8,1600,"A",52876.81,0,769.39,0,17.89,-0.66,415.77
"161",9081600,1980,6,9,1890,"A",52876.81,0,775.58,0,18.71,-1.33,390.86
"162",9081600,1980,6,10,2240,"A",52876.81,0,730.56,0,17.91,0.58,471.26
"163",9081600,1980,6,11,2490,"A",52876.81,0,743.55,0,18.36,0.35,428.99
"164",9081600,1980,6,12,2400,"A",52876.82,0,742.94,0,18.74,0.43,430.81
"165",9081600,1980,6,13,2400,"A",52934.04,0,730.43,0,18.42,0.43,437.04
"166",9081600,1980,6,14,2280,"A",52995.54,0,712.41,0,17,-0.4,422.5
"167",9081600,1980,6,15,2070,"A",53084.63,0,773.65,0,17.63,-4.36,288.63
"168",9081600,1980,6,16,1940,"A",53200.42,0,742.31,0,15.04,-3.91,321.65
"169",9081600,1980,6,17,1960,"A",53200.42,0,722.73,0,16.6,-1.81,372.59
"170",9081600,1980,6,18,2120,"A",53222.39,0,739.11,0,19.53,0.04,406.91
"171",9081600,1980,6,19,2270,"A",53222.39,0,701.98,0,20.71,2.69,504.2
"172",9081600,1980,6,20,2170,"A",53222.39,0,672.92,0,18.45,1.56,487.72
"173",9081600,1980,6,21,2130,"A",53222.39,0,746.57,0,19.48,-0.89,381.19
"174",9081600,1980,6,22,2100,"A",53222.39,0,692.35,0,17.95,0.26,438.73
"175",9081600,1980,6,23,2080,"A",53222.39,0,739.04,0,18.76,-1.26,375.77
"176",9081600,1980,6,24,2060,"A",53200.42,0,760.23,0,22.1,0.09,368.87
"177",9081600,1980,6,25,2000,"A",53084.63,0,751.61,0,21.26,0.04,361.1
"178",9081600,1980,6,26,2130,"A",53084.63,0,739.93,0,22.25,1.51,405.99
"179",9081600,1980,6,27,2150,"A",52995.54,0,701.57,0,22,3.12,476.74
"180",9081600,1980,6,28,1880,"A",52876.82,0,739.53,0,19.36,-1.34,340.55
"181",9081600,1980,6,29,1620,"A",52876.81,0,682.38,0,19.01,0.73,418.28
"182",9081600,1980,6,30,1700,"A",52876.81,0,733.99,0,22.15,0.7,375.44
"183",9081600,1980,7,1,1760,"A",52876.81,0.06,642.22,0,21.81,4.89,556.7
"184",9081600,1980,7,2,1770,"A",52876.81,4.34,420.18,0,18.8,4.63,696.1
"185",9081600,1980,7,3,1610,"A",52876.81,1.86,465.58,0,16.3,3.22,607.95
"186",9081600,1980,7,4,1450,"A",52876.81,0,668.16,0,18.95,1.24,402.73
"187",9081600,1980,7,5,1230,"A",52854.82,0,671.45,0,20.27,2.15,423.11
"188",9081600,1980,7,6,1080,"A",52649.92,0,662.92,0,21.06,3.13,443.09
"189",9081600,1980,7,7,1020,"A",52531.2,0,727.55,0,22.21,1.12,336.36
"190",9081600,1980,7,8,1030,"A",52531.2,3.66,538.07,0,21.71,1.43,453.15
"191",9081600,1980,7,9,1030,"A",52531.2,0,623.92,0,18.52,2.24,440.69
"192",9081600,1980,7,10,989,"A",52531.2,0,684.29,0,22.5,3.71,436.75
"193",9081600,1980,7,11,953,"A",52509.21,0,668.92,0,22.09,3.96,442.73
"194",9081600,1980,7,12,911,"A",52185.6,1.11,653.74,0,22.89,3.37,434.19
"195",9081600,1980,7,13,976,"A",52185.6,6.28,469.66,0,21.76,4.89,638.39
"196",9081600,1980,7,14,756,"A",52185.6,1.38,394.16,0,15.36,4.7,703.62
"197",9081600,1980,7,15,699,"A",52185.6,0,673.91,0,18.11,-0.14,364.63
"198",9081600,1980,7,16,621,"A",51958.72,0,696.74,0,19.87,0.42,361.8
"199",9081600,1980,7,17,585,"A",51840,0,743.97,0,23.33,0.71,335.36
"200",9081600,1980,7,18,553,"A",51840,0,714.13,0,22.82,2.15,392.13
"201",9081600,1980,7,19,545,"A",51840,0,680.61,0,23.25,4.13,470.78
"202",9081600,1980,7,20,502,"A",51613.16,0,627.57,0,20.52,3.45,485.2
"203",9081600,1980,7,21,427,"A",51494.42,0,698.43,0,21.83,1.72,392.47
"204",9081600,1980,7,22,416,"A",51494.42,0,713.65,0,23.9,2.72,404.37
"205",9081600,1980,7,23,401,"A",51494.42,5.14,506.78,0,23.69,4.81,619.2
"206",9081600,1980,7,24,369,"A",51148.82,3.56,492.6,0,22.31,4.28,623.13
"207",9081600,1980,7,25,355,"A",51148.82,4.87,515.15,0,23.14,2.78,558.93
"208",9081600,1980,7,26,338,"A",51148.82,0,631.45,0,19.34,1.94,480.48
"209",9081600,1980,7,27,314,"A",50921.9,0,643.52,0,20.03,2.14,479.32
"210",9081600,1980,7,28,289,"A",50803.17,0,677.43,0,20.87,1.42,437.58
"211",9081600,1980,7,29,269,"A",50803.17,0,722.41,0,23.19,0.99,399.81
"212",9081600,1980,7,30,269,"A",50576.33,0,732.7,0,25.27,0.92,364.76
"213",9081600,1980,7,31,257,"A",50457.59,0,627.1,0,21.31,3.85,507.57
"214",9081600,1980,8,1,246,"A",50457.59,0,598.45,0,23.13,6.57,622.36
"215",9081600,1980,8,2,239,"A",50230.73,0,623.77,0,23.55,5.85,573.84
"216",9081600,1980,8,3,237,"A",50112.01,0,622.29,0,23.14,5.4,557.66
"217",9081600,1980,8,4,225,"A",50112.01,0,662.34,0,21.19,1.71,421.58
"218",9081600,1980,8,5,210,"A",49766.45,0,599.44,0,20.81,3.81,527.72
"219",9081600,1980,8,6,199,"A",49766.45,0,660.79,0,22.64,3.15,444.72
"220",9081600,1980,8,7,191,"A",49766.45,0,710.26,0,23.73,1.22,345.84
"221",9081600,1980,8,8,185,"A",49420.8,0,672.49,0,24.48,4.11,413.4
"222",9081600,1980,8,9,179,"A",49420.8,0,645.98,0,22.9,3.96,383.38
"223",9081600,1980,8,10,168,"A",49398.8,0,663.13,0,23.13,3.29,307.85
"224",9081600,1980,8,11,154,"A",49075.16,0,707.64,0,23.95,1.3,243.58
"225",9081600,1980,8,12,147,"A",49075.16,0,712.7,0,23.91,0.38,226.98
"226",9081600,1980,8,13,147,"A",48729.59,0,677.04,0,21.35,0.18,229.01
"227",9081600,1980,8,14,145,"A",48729.59,0,652.82,0,21.71,1.74,253.7
"228",9081600,1980,8,15,220,"A",48729.59,10.43,359.09,0,19.07,5.91,435.31
"229",9081600,1980,8,16,203,"A",48384.02,4.11,423.35,0,15.45,-0.51,258.16
"230",9081600,1980,8,17,161,"A",48384.02,0,562.81,0,14.15,-1.75,204.39
"231",9081600,1980,8,18,144,"A",48038.4,0,623.75,0,17.23,-1.16,200.5
"232",9081600,1980,8,19,134,"A",48038.4,0,596.37,0,17.65,0.5,227.49
"233",9081600,1980,8,20,128,"A",47900.6,0,630.58,0,16.45,-2.43,179.88
"234",9081600,1980,8,21,121,"A",47692.79,0,664.69,0,15.93,-5.01,148.18
"235",9081600,1980,8,22,117,"A",47692.79,0,691.85,0,19.73,-3.42,167.29
"236",9081600,1980,8,23,121,"A",47347.17,0.32,631.02,0,19.76,0,222.02
"237",9081600,1980,8,24,131,"A",47347.17,6.89,292.04,0,15.4,4.91,504.22
"238",9081600,1980,8,25,130,"A",47001.61,4.01,291.2,0,15.89,5.26,573.78
"239",9081600,1980,8,26,141,"A",47001.61,3.76,462.32,0,17.76,-0.46,274.09
"240",9081600,1980,8,27,125,"A",46979.6,0,580.46,0,15.91,-1.24,220.36
"241",9081600,1980,8,28,115,"A",46656.01,0,594.86,0,16.52,-1.17,215.95
"242",9081600,1980,8,29,109,"A",46656.01,0,629.21,0,19.27,-0.17,223.52
"243",9081600,1980,8,30,107,"A",46310.42,0,625.8,0,17.85,-1.52,203.17
"244",9081600,1980,8,31,105,"A",46310.42,0,597.09,0,14.78,-3.34,187.76
"245",9081600,1980,9,1,99,"A",45964.78,0,603.77,0,16.1,-2.51,194.56
"246",9081600,1980,9,2,95,"A",45964.78,0,628.03,0,16.24,-4,170.93
"247",9081600,1980,9,3,93,"A",45619.2,0,661.73,0,19.94,-2.94,176.97
"248",9081600,1980,9,4,90,"A",45619.2,0,640.22,0,19.1,-2.61,185.53
"249",9081600,1980,9,5,89,"A",45619.2,0,632.06,0,20.2,-1.26,205.02
"250",9081600,1980,9,6,88,"A",45273.59,0,640.84,0,21.22,-1.09,208.2
"251",9081600,1980,9,7,90,"A",45273.59,0,590.76,0,20.32,1.19,260.81
"252",9081600,1980,9,8,93,"A",44928.02,0.02,477.03,0,16.99,2.85,373.03
"253",9081600,1980,9,9,99,"A",44928.02,3.13,415.8,0,18.97,4.35,467.21
"254",9081600,1980,9,10,111,"A",44582.39,6.62,94.54,0,10.15,7.22,1016.87
"255",9081600,1980,9,11,146,"A",44582.39,7.57,342.71,0,11.38,-1.79,421.99
"256",9081600,1980,9,12,123,"A",44236.8,2.82,384.71,0,12.47,-0.13,460.99
"257",9081600,1980,9,13,115,"A",44236.8,0,396.01,0,11.5,0.1,469.06
"258",9081600,1980,9,14,105,"A",44214.82,0,539.41,0,15.68,-0.94,340.96
"259",9081600,1980,9,15,98,"A",43891.21,0,572.33,0,17.87,-0.63,323.05
"260",9081600,1980,9,16,95,"A",43891.21,0,553.72,0,17.4,-0.11,353.19
"261",9081600,1980,9,17,93,"A",43545.59,0,557.93,0,14.87,-3.14,289.94
"262",9081600,1980,9,18,88,"A",43545.59,0,591.42,0,17.46,-2.99,269.52
"263",9081600,1980,9,19,84,"A",43200.01,0,613.53,0,19.37,-3.24,259.65
"264",9081600,1980,9,20,83,"A",43200.01,0,546.92,0,18.68,0.46,365.49
"265",9081600,1980,9,21,82,"A",42854.39,0,528.14,0,14.52,-2.65,317.32
"266",9081600,1980,9,22,80,"A",42854.39,0,604.69,0,16.59,-5.91,223.35
"267",9081600,1980,9,23,78,"A",42508.8,0,566.22,0,13.41,-6.63,230.14
"268",9081600,1980,9,24,79,"A",42508.8,0,573.33,0,14.14,-6.91,224.32
"269",9081600,1980,9,25,77,"A",42300.99,0,565.22,0,14.34,-6.51,233.12
"270",9081600,1980,9,26,76,"A",42163.22,0,593.56,0,15.86,-8.05,200.26
"271",9081600,1980,9,27,75,"A",42163.22,0,531.03,0,16.08,-3.39,301.85
"272",9081600,1980,9,28,74,"A",41817.59,0,559.03,0,17.73,-3.98,274.02
"273",9081600,1980,9,29,73,"A",41817.59,0,557.01,0,17.45,-4.48,268.53
"274",9081600,1980,9,30,72,"A",41472,0,540.79,0,17.45,-3.84,285.64
"275",9081600,1980,10,1,71,"A",41472,0,570.88,0,20.8,-3.69,254.73
"276",9081600,1980,10,2,71,"A",41126.4,0,543.74,0,18.6,-3.55,267.65
"277",9081600,1980,10,3,71,"A",41126.4,0,535.07,0,16.39,-5.35,246.71
"278",9081600,1980,10,4,71,"A",40780.8,0,549.25,0,17.92,-5.52,236.29
"279",9081600,1980,10,5,70,"A",40780.8,0,542.46,0,18.32,-4.91,247.18
"280",9081600,1980,10,6,67,"A",40780.8,0,542.15,0,17.34,-6.18,232.59
