"","GAGEID","Year","Month","Day","Q(ft3/s)","QC_flag","dayl(s)","prcp(mm/day)","srad(W/m2)","swe(mm)","tmax(C)","tmin(C)","vp(Pa)"
"1",3473000,1980,1,1,536,"A",34271.69,0.13,194.95,0,6.58,-0.21,600.15
"2",3473000,1980,1,2,500,"A",34391.73,0,203.24,0,3.17,-3.82,459.8
"3",3473000,1980,1,3,457,"A",34548.96,0,256.27,0,6.72,-3.43,470.59
"4",3473000,1980,1,4,435,"A",34560,3.46,167.1,0,4.84,-3.05,486.64
"5",3473000,1980,1,5,423,"A",34560,3.27,157.16,0,-0.42,-6.62,374.66
"6",3473000,1980,1,6,383,"A",34560,1.21,274.58,0,0.35,-8.76,314.12
"7",3473000,1980,1,7,389,"A",34560,1.64,234.52,0,1.84,-5.9,392.51
"8",3473000,1980,1,8,474,"A",34560,5.88,149.55,0,4.75,-1.29,557.27
"9",3473000,1980,1,9,473,"A",34673.64,0.68,180.35,0,4.65,-0.81,578.46
"10",3473000,1980,1,10,484,"A",34905.6,0,306.7,0,5.77,-6.67,370.29
"11",3473000,1980,1,11,530,"A",34905.6,2.23,276.53,0,13.4,-0.11,600.47
"12",3473000,1980,1,12,1150,"A",34905.6,7.04,244.56,0,12.31,-5.05,422.91
"13",3473000,1980,1,13,1030,"A",34905.6,0,198.76,0,2.6,-3.51,471.44
"14",3473000,1980,1,14,1000,"A",34962.91,15.38,153.68,0,6.45,0.06,613.28
"15",3473000,1980,1,15,980,"A",35240.14,0,284.25,0,10.88,0.1,614.66
"16",3473000,1980,1,16,901,"A",35251.2,0,273.95,0,10.81,0.37,626.43
"17",3473000,1980,1,17,799,"A",35251.2,2.72,132.93,0,10.29,4.94,875.03
"18",3473000,1980,1,18,1050,"A",35251.2,13.02,117.25,0,9.54,4.75,860.54
"19",3473000,1980,1,19,1520,"A",35428.55,7.18,212.23,0,9.22,-1.44,560.03
"20",3473000,1980,1,20,1260,"A",35596.81,0,281.18,0,8.73,-1.78,535.99
"21",3473000,1980,1,21,1000,"A",35596.81,0,289.96,0,6.51,-4.3,442.75
"22",3473000,1980,1,22,983,"A",35596.81,9.98,141.33,0,6.28,0.9,642.01
"23",3473000,1980,1,23,1480,"A",35774.14,12.14,237.86,0,4.57,-6.28,385.83
"24",3473000,1980,1,24,1290,"A",35942.38,0,344.2,0,4.68,-8.48,320.81
"25",3473000,1980,1,25,1050,"A",35942.38,0,262.76,0,9.32,1.37,669.4
"26",3473000,1980,1,26,852,"A",35942.38,0,281.38,0,8.45,-0.29,597.8
