"","GAGEID","Year","Month","Day","Q(ft3/s)","QC_flag","dayl(s)","prcp(mm/day)","srad(W/m2)","swe(mm)","tmax(C)","tmin(C)","vp(Pa)"
"1",11148900,1980,1,1,300,"A",34560,0.61,206.12,0,15.8,5.13,837.22
"2",11148900,1980,1,2,200,"A",34560,0,235.05,0,14.6,2.42,671.48
"3",11148900,1980,1,3,150,"A",34560,0,284.06,0,19.75,1.77,566.99
"4",11148900,1980,1,4,120,"A",34669.04,0,283.23,0,19.17,1.58,561.6
"5",11148900,1980,1,5,105,"A",34859.14,0,290.64,0,19.75,0.98,528.75
"6",11148900,1980,1,6,92,"A",34905.58,0,212.75,0,17.88,7.24,941.44
"7",11148900,1980,1,7,82,"A",34905.58,0,272.33,0,19.64,3.85,670.05
"8",11148900,1980,1,8,73,"A",34905.58,0,240.29,0,16.12,3.81,727.37
"9",11148900,1980,1,9,611,"A",34905.58,15.39,35.27,0,11.97,11.01,1320.47
"10",11148900,1980,1,10,1870,"A",34905.58,20.42,49.66,0,10.02,7.46,1038.4
"11",11148900,1980,1,11,7020,"A",35120.1,43.26,118.26,0,14.72,7.57,1046.61
"12",11148900,1980,1,12,6610,"A",35251.21,27.21,49.47,0,16.19,13.48,1547.96
"13",11148900,1980,1,13,4600,"A",35251.21,27.98,35.01,0,13.66,12.27,1426.09
"14",11148900,1980,1,14,6950,"A",35251.21,25.36,64.84,0,13.76,10.18,1254.07
"15",11148900,1980,1,15,2370,"A",35251.21,9.1,85.64,0,10.79,5.99,936.49
"16",11148900,1980,1,16,1550,"A",35360.26,5.52,117.3,0,16.95,9.97,1237.69
"17",11148900,1980,1,17,1110,"A",35596.81,5.14,92.19,0,13.03,7.81,1065.04
"18",11148900,1980,1,18,860,"A",35596.81,3.73,195.51,0,11.37,1.08,661
"19",11148900,1980,1,19,638,"A",35596.81,0,288.09,0,11.56,-3.18,484.05
"20",11148900,1980,1,20,497,"A",35596.81,0,326.93,0,17.18,-4.1,455.53
"21",11148900,1980,1,21,408,"A",35942.26,0,316.03,0,17.09,-1.42,554.47
"22",11148900,1980,1,22,340,"A",35942.39,0,334.35,0,21.69,-1.82,538.9
"23",11148900,1980,1,23,281,"A",35942.39,0,333.32,0,23.11,0.13,614.75
"24",11148900,1980,1,24,241,"A",35942.39,0,336.08,0,21.2,-1.15,563.86
"25",11148900,1980,1,25,214,"A",36288,0,345.6,0,24.18,-1.97,532.57
"26",11148900,1980,1,26,186,"A",36288,0,331.75,0,18.97,-0.77,579.34
"27",11148900,1980,1,27,167,"A",36288,0,218.08,0,15.44,6.19,940.01
"28",11148900,1980,1,28,155,"A",36397.07,0.04,289.51,0,14.91,1.2,673.38
"29",11148900,1980,1,29,165,"A",36633.61,2.34,174.6,0,10.81,3.16,768.78
"30",11148900,1980,1,30,136,"A",36633.61,0,344.65,0,15.88,-3.64,472.41
"31",11148900,1980,1,31,121,"A",36633.61,0,323.59,0,18.9,2.08,709.32
"32",11148900,1980,2,1,113,"A",36979.21,0,319.05,0,19.89,3.52,787.25
"33",11148900,1980,2,2,106,"A",36979.21,0,324.69,0,22.26,5.15,884.91
"34",11148900,1980,2,3,97,"A",36979.21,0,346.47,0,22.8,2.84,751.23
"35",11148900,1980,2,4,91,"A",37324.66,0,326.5,0,22.66,5.84,922.8
"36",11148900,1980,2,5,86,"A",37324.79,0,332.96,0,23.63,5.95,926.8
"37",11148900,1980,2,6,80,"A",37324.79,0,323.62,0,21.79,5.7,915.86
"38",11148900,1980,2,7,72,"A",37670.27,0,304.95,0,17.63,3.8,798.9
"39",11148900,1980,2,8,67,"A",37670.39,0,369.3,0,18.74,-2.65,505.93
"40",11148900,1980,2,9,62,"A",37670.39,0,375.27,0,20.98,-2.28,521.35
"41",11148900,1980,2,10,59,"A",38015.86,0,372.15,0,18.34,-3.74,466.78
"42",11148900,1980,2,11,56,"A",38015.99,0,345.38,0,15.55,-2.71,505.65
"43",11148900,1980,2,12,54,"A",38015.99,0,368.23,0,17.45,-4.1,455.75
"44",11148900,1980,2,13,54,"A",38361.6,0.28,293.85,0,12.94,-1.52,549.26
"45",11148900,1980,2,14,1100,"A",38361.6,21.99,57.57,0,11.39,8.61,1128.7
"46",11148900,1980,2,15,1510,"A",38361.6,28.38,107.25,0,14.43,8.22,1097.8
"47",11148900,1980,2,16,8330,"A",38707.2,50.44,87.16,0,14.74,9.8,1223.98
"48",11148900,1980,2,17,10100,"A",38707.2,52.87,69.28,0,14.38,10.69,1295.31
"49",11148900,1980,2,18,7570,"A",38707.2,45.56,61.96,0,15.08,12.04,1403.18
"50",11148900,1980,2,19,7680,"A",39052.8,44.19,60.89,0,11.64,8.94,1155.2
"51",11148900,1980,2,20,4610,"A",39052.8,27.67,124.49,0,9.89,3.66,798.11
"52",11148900,1980,2,21,6240,"A",39351.94,31.05,117.05,0,14.02,8.31,1104.8
"53",11148900,1980,2,22,1930,"A",39398.38,8.05,227.47,0,13.96,2.28,724.56
"54",11148900,1980,2,23,1160,"A",39398.38,0,266.1,0,17.33,7.52,1041.83
"55",11148900,1980,2,24,858,"A",39743.99,0,358.07,0,18.57,4.22,833.07
"56",11148900,1980,2,25,653,"A",39743.99,0,408.64,0,21.68,2.46,731.51
"57",11148900,1980,2,26,545,"A",39743.99,0,380.56,0,22.38,5.98,934.34
"58",11148900,1980,2,27,502,"A",40089.61,0,301.61,0,18.17,7.27,1022.14
"59",11148900,1980,2,28,685,"A",40089.61,11.46,214.65,0,15.39,5.42,897.34
"60",11148900,1980,2,29,489,"A",40435.16,0,405.95,0,18.97,1.67,695.29
"61",11148900,1980,3,1,426,"A",40435.16,0,328.87,0,15.81,4.3,834.89
"62",11148900,1980,3,2,499,"A",40435.16,9.59,122.72,0,11.42,7.28,1025.23
"63",11148900,1980,3,3,2010,"A",40780.82,22.87,185.91,0,15.12,7.51,1040.95
"64",11148900,1980,3,4,972,"A",40780.82,0,400.34,0,16.86,2.43,729.56
"65",11148900,1980,3,5,1580,"A",41126.39,18.23,155.41,0,12.72,6.85,988.3
"66",11148900,1980,3,6,1630,"A",41126.39,17.3,190.07,0,13.29,6.21,940.58
"67",11148900,1980,3,7,1030,"A",41126.39,0,435.01,0,15.03,-0.38,593.07
"68",11148900,1980,3,8,781,"A",41472.01,0,444.99,0,16.63,0.2,623.37
"69",11148900,1980,3,9,645,"A",41472.01,0,458.53,0,19.38,1.46,680.4
"70",11148900,1980,3,10,566,"A",41817.61,0,400.97,0,16.63,4.26,834.24
"71",11148900,1980,3,11,507,"A",41817.61,0,367.99,0,12.61,2.56,735.03
"72",11148900,1980,3,12,446,"A",41817.61,0,464.37,0,15.4,-0.51,588.88
"73",11148900,1980,3,13,401,"A",42163.2,0,479.07,0,15.86,-1.24,561
"74",11148900,1980,3,14,367,"A",42163.2,0,482.75,0,17.58,-0.19,605.37
"75",11148900,1980,3,15,333,"A",42508.79,0,384.94,0,14.05,3.49,792.75
"76",11148900,1980,3,16,302,"A",42508.79,0,476.51,0,16,-0.69,583.11
"77",11148900,1980,3,17,278,"A",42508.79,0,494.37,0,18.05,-1.36,554.31
"78",11148900,1980,3,18,260,"A",42854.41,0,363.8,0,13.21,2.98,755.95
"79",11148900,1980,3,19,244,"A",42854.41,0,493.72,0,19.64,-0.08,605.57
"80",11148900,1980,3,20,222,"A",43200.02,0,442.21,0,15.37,0.6,642.27
"81",11148900,1980,3,21,212,"A",43200.02,0,341.25,0,10.88,1.04,662.21
"82",11148900,1980,3,22,208,"A",43200.02,0,483.09,0,17.27,-1.07,567.67
"83",11148900,1980,3,23,189,"A",43545.6,0,502.22,0,20.33,-0.73,579.85
"84",11148900,1980,3,24,176,"A",43545.6,0,461.45,0,14.91,-1.48,553.72
"85",11148900,1980,3,25,176,"A",43891.21,3.52,250.14,0,9.25,-0.41,594.74
"86",11148900,1980,3,26,177,"A",43891.21,2.7,373.18,0,16.21,-0.61,586.8
"87",11148900,1980,3,27,158,"A",43891.21,0,455.84,0,16.13,0.61,643.53
"88",11148900,1980,3,28,148,"A",44236.79,0,511.79,0,19.05,-1.73,543.77
"89",11148900,1980,3,29,140,"A",44236.79,0,526.7,0,22.48,-1.35,557.41
"90",11148900,1980,3,30,133,"A",44582.39,0,466.14,0,17.1,0.59,644.57
"91",11148900,1980,3,31,127,"A",44582.39,0,450.18,0,17.45,1.89,698.57
"92",11148900,1980,4,1,122,"A",44582.39,0,392.82,0,14.84,2.24,719.58
"93",11148900,1980,4,2,118,"A",44928,0,452.01,0,15.58,-0.14,602.64
"94",11148900,1980,4,3,114,"A",44928,0,441.37,0,15.74,0.69,635.96
"95",11148900,1980,4,4,112,"A",45273.61,0,412.31,0,13.18,-0.36,596.1
"96",11148900,1980,4,5,395,"A",45273.61,12.94,188.8,0,15.74,8.06,1084.55
"97",11148900,1980,4,6,313,"A",45273.61,0,433.41,0,15.47,0.92,657.2
"98",11148900,1980,4,7,212,"A",45619.2,0,491.69,0,18.2,-0.07,613.54
"99",11148900,1980,4,8,179,"A",45619.2,0,535.84,0,23.97,0.47,637.31
"100",11148900,1980,4,9,160,"A",45964.8,0,485.58,0,20.61,2.37,727.64
