"","GAGEID","Year","Month","Day","Q(ft3/s)","QC_flag","dayl(s)","prcp(mm/day)","srad(W/m2)","swe(mm)","tmax(C)","tmin(C)","vp(Pa)"
"1",11151300,1980,1,1,9,"A",34560,0,237.95,0,15.51,3.99,623.25
"2",11151300,1980,1,2,5.9,"A",34560,0,230.3,0,14.43,3.53,614.51
"3",11151300,1980,1,3,4.2,"A",34560,0,293.83,0,17.49,0.69,418.26
"4",11151300,1980,1,4,3.5,"A",34560,0,297.88,0,17.07,-0.16,392.11
"5",11151300,1980,1,5,3.2,"A",34560,0,292.37,0,16.36,-0.02,407.18
"6",11151300,1980,1,6,2.8,"A",34581.48,0,198,0,14.92,6.03,784.39
"7",11151300,1980,1,7,2.5,"A",34847.24,0,289.12,0,17.04,1.49,448.48
"8",11151300,1980,1,8,2.4,"A",34905.61,0,279.54,0,14.79,0.5,443.03
"9",11151300,1980,1,9,4.6,"A",34905.61,10.69,53.36,0,11.74,9.14,1170.25
"10",11151300,1980,1,10,7.6,"A",34905.61,14.49,65.16,0,10.47,6.96,1002.96
"11",11151300,1980,1,11,62,"A",34905.61,33.61,140.61,0,14.4,6.09,944.95
"12",11151300,1980,1,12,144,"A",34905.61,21.16,82.2,0,16.09,11.38,1350.36
"13",11151300,1980,1,13,110,"A",35192.83,16.88,63.08,0,15.03,11.54,1367.04
"14",11151300,1980,1,14,194,"A",35251.21,14.08,89.38,0,14.68,9.66,1212.67
"15",11151300,1980,1,15,140,"A",35251.21,5.25,131.92,0,12.36,5.12,882.8
"16",11151300,1980,1,16,94,"A",35251.21,4.14,148.25,0,17,8.77,1141.53
"17",11151300,1980,1,17,73,"A",35272.68,5.62,107.93,0,14.11,8.12,1089.77
"18",11151300,1980,1,18,58,"A",35584.38,0.57,203.51,0,10.45,1.74,696.16
"19",11151300,1980,1,19,45,"A",35596.81,0,295.4,0,9.63,-4.43,442.94
"20",11151300,1980,1,20,36,"A",35596.81,0,337.92,0,15.05,-5.27,416.97
"21",11151300,1980,1,21,29,"A",35596.81,0,322.09,0,14.33,-2.68,505.64
"22",11151300,1980,1,22,24,"A",35929.97,0,342.47,0,18.16,-3.01,494.98
"23",11151300,1980,1,23,20,"A",35942.4,0,344.96,0,18.72,-2.65,507.72
"24",11151300,1980,1,24,18,"A",35942.4,0,328.9,0,13.78,-3.27,486.73
"25",11151300,1980,1,25,15,"A",35942.4,0,342.54,0,16.48,-2.67,506.94
"26",11151300,1980,1,26,13,"A",36288,0,328.68,0,12.91,-3.36,486.18
"27",11151300,1980,1,27,12,"A",36288,0,215.44,0,11.65,3.22,774.27
"28",11151300,1980,1,28,11,"A",36288,0,303.17,0,12.42,-1.09,575.58
"29",11151300,1980,1,29,9.7,"A",36474.27,3.92,125.97,0,8.94,2.7,744.96
"30",11151300,1980,1,30,8.8,"A",36633.6,0,348.37,0,12.57,-4.82,434.17
"31",11151300,1980,1,31,8.1,"A",36633.6,0,343.41,0,16.99,-0.29,600.53
"32",11151300,1980,2,1,7.4,"A",36655.07,0,343.64,0,17.52,0.17,624.44
"33",11151300,1980,2,2,6.9,"A",36979.21,0,343.12,0,19.62,2.25,721.89
"34",11151300,1980,2,3,6.4,"A",36979.21,0,345.11,0,18.65,1.56,687.22
"35",11151300,1980,2,4,6,"A",36979.21,0,299.81,0,17.96,5.19,885.27
"36",11151300,1980,2,5,5.8,"A",37324.79,0,298.67,0,19.41,6.57,966.8
"37",11151300,1980,2,6,5.3,"A",37324.79,0,308.31,0,19.08,5.88,927.57
"38",11151300,1980,2,7,5,"A",37324.79,0,286.72,0,15.79,4.32,828.1
"39",11151300,1980,2,8,4.8,"A",37670.38,0,380.34,0,17.3,-2.89,499.21
"40",11151300,1980,2,9,4.6,"A",37670.38,0,392.06,0,18.71,-4.37,449.65
"41",11151300,1980,2,10,4.4,"A",37670.38,0,388.8,0,18.01,-4.08,457.2
"42",11151300,1980,2,11,4.3,"A",38016.01,0,378.41,0,16.21,-4.04,462.3
"43",11151300,1980,2,12,4.1,"A",38016.01,0,387.22,0,17.35,-4.53,441.95
"44",11151300,1980,2,13,4.2,"A",38016.01,1.52,303.16,0,13.22,-1.83,538.83
"45",11151300,1980,2,14,6.3,"A",38361.59,10.73,75.99,0,10.66,6.93,995.93
"46",11151300,1980,2,15,9,"A",38361.59,14.89,120.98,0,13.7,7.12,1016.13
"47",11151300,1980,2,16,274,"A",38547.87,33.43,93.48,0,13.47,8.54,1123.57
"48",11151300,1980,2,17,277,"A",38707.19,28.39,80.88,0,13.5,9.37,1189.6
"49",11151300,1980,2,18,263,"A",38707.19,22.26,86.09,0,14.65,10.34,1267.48
"50",11151300,1980,2,19,459,"A",39052.8,25.96,88.22,0,12.82,8.61,1129.3
"51",11151300,1980,2,20,262,"A",39052.8,14.43,148.88,0,10,2.91,759.14
"52",11151300,1980,2,21,289,"A",39052.8,16.29,136.84,0,14.21,7.84,1066.81
"53",11151300,1980,2,22,110,"A",39398.37,1.91,296.39,0,13.9,1.95,708.52
"54",11151300,1980,2,23,83,"A",39398.37,0,288.73,0,16.38,6.19,935.37
"55",11151300,1980,2,24,58,"A",39685.64,0,383.58,0,18.6,3.19,775.97
"56",11151300,1980,2,25,45,"A",39744.01,0,416.79,0,19.82,1.32,683.58
"57",11151300,1980,2,26,37,"A",39744.01,0,394.98,0,21.68,5,875.23
"58",11151300,1980,2,27,31,"A",40089.6,0,316.28,0,18.47,7.2,1019.52
"59",11151300,1980,2,28,47,"A",40089.6,9.68,252.22,0,16.63,4.42,844.6
"60",11151300,1980,2,29,32,"A",40167.71,0,427.11,0,18.9,0.28,631.67
"61",11151300,1980,3,1,24,"A",40435.19,0,358.35,0,15.42,2.67,748.35
"62",11151300,1980,3,2,28,"A",40435.19,12.98,130.55,0,11.69,6.56,975.6
"63",11151300,1980,3,3,180,"A",40780.78,14.92,154.01,0,13.73,7.59,1047.28
"64",11151300,1980,3,4,77,"A",40780.78,0,415.47,0,15.91,0.88,658.58
"65",11151300,1980,3,5,177,"A",40802.28,14.34,156.06,0,12.93,6.94,998.27
"66",11151300,1980,3,6,261,"A",41126.41,14.22,178.34,0,12.68,5.94,925.58
"67",11151300,1980,3,7,127,"A",41126.41,0.1,427.82,0,13.46,-1.38,557.47
"68",11151300,1980,3,8,96,"A",41472,0,442.17,0,15.61,-0.26,603.41
"69",11151300,1980,3,9,76,"A",41472,0,464.54,0,17.92,-0.08,614.07
"70",11151300,1980,3,10,67,"A",41550.14,0,407.3,0,15.56,2.72,748.23
"71",11151300,1980,3,11,64,"A",41817.61,0,389.17,0,13.43,2.15,720.07
"72",11151300,1980,3,12,56,"A",41817.61,0,473.23,0,15.17,-1.5,551.78
"73",11151300,1980,3,13,51,"A",42163.2,0,488.01,0,14.59,-3.04,496.19
"74",11151300,1980,3,14,47,"A",42163.2,0,489.5,0,16.9,-1.26,564.06
"75",11151300,1980,3,15,44,"A",42508.8,0,373.01,0,14.35,4.01,819.83
"76",11151300,1980,3,16,41,"A",42508.8,0,484.76,0,16.04,-1.35,558.77
